"","dates","sp_all","abundance_cold"
"72","1982","Limosa lapponica",0.25
"73","1983","Limosa lapponica",0
"74","1984","Limosa lapponica",0
"75","1985","Limosa lapponica",0
"76","1986","Limosa lapponica",0
"77","1987","Limosa lapponica",0
"78","1988","Limosa lapponica",0
"79","1989","Limosa lapponica",0
"80","1990","Limosa lapponica",0
"81","1991","Limosa lapponica",0
"82","1992","Limosa lapponica",0
"83","1993","Limosa lapponica",0
"84","1994","Limosa lapponica",0
"85","1995","Limosa lapponica",0
"86","1996","Limosa lapponica",0
"87","1997","Limosa lapponica",0
"88","1998","Limosa lapponica",4
"89","1999","Limosa lapponica",0
"90","2000","Limosa lapponica",6.75
"91","2001","Limosa lapponica",0
"92","2002","Limosa lapponica",1.25
"93","2003","Limosa lapponica",0.5
"94","2004","Limosa lapponica",7
"95","2005","Limosa lapponica",0
"96","2006","Limosa lapponica",0
"97","2007","Limosa lapponica",1.75
"98","2008","Limosa lapponica",0
"99","2009","Limosa lapponica",1
"100","2010","Limosa lapponica",162.75
"101","2011","Limosa lapponica",36.25
"102","2012","Limosa lapponica",21.25
"103","2013","Limosa lapponica",125.75
"104","2014","Limosa lapponica",49.25
"105","2015","Limosa lapponica",2.5
"106","1981","Calidris temminckii",0
"107","1982","Calidris temminckii",0
"108","1983","Calidris temminckii",0
"109","1984","Calidris temminckii",0
"110","1985","Calidris temminckii",0
"111","1986","Calidris temminckii",0
"112","1987","Calidris temminckii",0
"113","1988","Calidris temminckii",0
"114","1989","Calidris temminckii",0
"115","1990","Calidris temminckii",0
"116","1991","Calidris temminckii",0
"117","1992","Calidris temminckii",0.25
"118","1993","Calidris temminckii",0.5
"119","1994","Calidris temminckii",0
"120","1995","Calidris temminckii",0
"121","1996","Calidris temminckii",0
"122","1997","Calidris temminckii",0
"123","1998","Calidris temminckii",0
"124","1999","Calidris temminckii",0
"125","2000","Calidris temminckii",0
"126","2001","Calidris temminckii",0
"127","2002","Calidris temminckii",0
"128","2003","Calidris temminckii",0
"129","2004","Calidris temminckii",0
"130","2005","Calidris temminckii",0
"131","2006","Calidris temminckii",0
"132","2007","Calidris temminckii",0
"133","2008","Calidris temminckii",0
"134","2009","Calidris temminckii",0
"135","2010","Calidris temminckii",0
"136","2011","Calidris temminckii",0
"137","2012","Calidris temminckii",0
"138","2013","Calidris temminckii",0
"139","2014","Calidris temminckii",0
"140","2015","Calidris temminckii",0
"141","1981","Calidris canutus",4.5
"142","1982","Calidris canutus",31.25
"143","1983","Calidris canutus",14
"144","1984","Calidris canutus",0
"145","1985","Calidris canutus",1.5
"146","1986","Calidris canutus",12
"147","1987","Calidris canutus",27
"148","1988","Calidris canutus",0
"149","1989","Calidris canutus",0
"150","1990","Calidris canutus",3.25
"151","1991","Calidris canutus",0
"152","1992","Calidris canutus",13.25
"153","1993","Calidris canutus",0
"154","1994","Calidris canutus",1.5
"155","1995","Calidris canutus",0
"156","1996","Calidris canutus",0
"157","1997","Calidris canutus",0
"158","1998","Calidris canutus",27.75
"159","1999","Calidris canutus",1.75
"160","2000","Calidris canutus",9.75
"161","2001","Calidris canutus",0
"162","2002","Calidris canutus",27.25
"163","2003","Calidris canutus",12
"164","2004","Calidris canutus",24.5
"165","2005","Calidris canutus",0
"166","2006","Calidris canutus",0
"167","2007","Calidris canutus",4.25
"168","2008","Calidris canutus",23.25
"169","2009","Calidris canutus",12.75
"170","2010","Calidris canutus",26.75
"171","2011","Calidris canutus",130
"172","2012","Calidris canutus",19.25
"173","2013","Calidris canutus",37.75
"174","2014","Calidris canutus",5
"175","2015","Calidris canutus",4.75
"176","1981","Calidris alba",0
"177","1982","Calidris alba",0
"178","1983","Calidris alba",0
"179","1984","Calidris alba",0
"180","1985","Calidris alba",0
"181","1986","Calidris alba",0
"182","1987","Calidris alba",0
"183","1988","Calidris alba",0
"184","1989","Calidris alba",0
"185","1990","Calidris alba",0
"186","1991","Calidris alba",0
"187","1992","Calidris alba",0
"188","1993","Calidris alba",0
"189","1994","Calidris alba",0
"190","1995","Calidris alba",0
"191","1996","Calidris alba",0
"192","1997","Calidris alba",0
"193","1998","Calidris alba",0
"194","1999","Calidris alba",0
"195","2000","Calidris alba",0
"196","2001","Calidris alba",0
"197","2002","Calidris alba",0
"198","2003","Calidris alba",0
"199","2004","Calidris alba",0
"200","2005","Calidris alba",0
"201","2006","Calidris alba",0
"202","2007","Calidris alba",0
"203","2008","Calidris alba",0
"204","2009","Calidris alba",0
"205","2010","Calidris alba",0
"206","2011","Calidris alba",0
"207","2012","Calidris alba",2.75
"208","2013","Calidris alba",0
"209","2014","Calidris alba",0
"210","2015","Calidris alba",0.5
"211","1981","Calidris alpina",5442.5
"212","1982","Calidris alpina",8950
"213","1983","Calidris alpina",10825
"214","1984","Calidris alpina",10050
"215","1985","Calidris alpina",2695
"216","1986","Calidris alpina",3350
"217","1987","Calidris alpina",7275
"218","1988","Calidris alpina",525
"219","1989","Calidris alpina",4725
"220","1990","Calidris alpina",2932.5
"221","1991","Calidris alpina",145
"222","1992","Calidris alpina",5075
"223","1993","Calidris alpina",1100
"224","1994","Calidris alpina",100
"225","1995","Calidris alpina",14.5
"226","1996","Calidris alpina",525
"227","1997","Calidris alpina",0
"228","1998","Calidris alpina",1925
"229","1999","Calidris alpina",512.5
"230","2000","Calidris alpina",1131.25
"231","2001","Calidris alpina",112.5
"232","2002","Calidris alpina",422.5
"233","2003","Calidris alpina",612.5
"234","2004","Calidris alpina",1575
"235","2005","Calidris alpina",1200
"236","2006","Calidris alpina",42.5
"237","2007","Calidris alpina",1278.75
"238","2008","Calidris alpina",179.75
"239","2009","Calidris alpina",1032.5
"240","2010","Calidris alpina",1355.5
"241","2011","Calidris alpina",8452.75
"242","2012","Calidris alpina",5383.5
"243","2013","Calidris alpina",2484.5
"244","2014","Calidris alpina",4604
"245","2015","Calidris alpina",3315.75
"246","1981","Calidris minuta",0.75
"247","1982","Calidris minuta",0.25
"248","1983","Calidris minuta",6
"249","1984","Calidris minuta",5
"250","1985","Calidris minuta",1
"251","1986","Calidris minuta",0
"252","1987","Calidris minuta",0.75
"253","1988","Calidris minuta",0
"254","1989","Calidris minuta",13.5
"255","1990","Calidris minuta",10.75
"256","1991","Calidris minuta",5.25
"257","1992","Calidris minuta",10
"258","1993","Calidris minuta",7.5
"259","1994","Calidris minuta",0
"260","1995","Calidris minuta",2.5
"261","1996","Calidris minuta",0
"262","1997","Calidris minuta",1
"263","1998","Calidris minuta",1.25
"264","1999","Calidris minuta",7
"265","2000","Calidris minuta",7.75
"266","2001","Calidris minuta",0
"267","2002","Calidris minuta",13.25
"268","2003","Calidris minuta",0.25
"269","2004","Calidris minuta",1.5
"270","2005","Calidris minuta",0.75
"271","2006","Calidris minuta",5.75
"272","2007","Calidris minuta",32
"273","2008","Calidris minuta",0.5
"274","2009","Calidris minuta",7.5
"275","2010","Calidris minuta",13.5
"276","2011","Calidris minuta",12
"277","2012","Calidris minuta",16.75
"278","2013","Calidris minuta",14.5
"279","2014","Calidris minuta",11.75
"280","2015","Calidris minuta",8.25
"281","1981","Calidris maritima",0
"282","1982","Calidris maritima",0.5
"283","1983","Calidris maritima",0.5
"284","1984","Calidris maritima",0
"285","1985","Calidris maritima",0.25
"286","1986","Calidris maritima",0
"287","1987","Calidris maritima",0.5
"288","1988","Calidris maritima",0
"289","1989","Calidris maritima",0
"290","1990","Calidris maritima",0
"291","1991","Calidris maritima",0
"292","1992","Calidris maritima",0
"293","1993","Calidris maritima",0
"294","1994","Calidris maritima",0
"295","1995","Calidris maritima",0
"296","1996","Calidris maritima",0
"297","1997","Calidris maritima",0
"298","1998","Calidris maritima",0
"299","1999","Calidris maritima",0
"300","2000","Calidris maritima",0
"301","2001","Calidris maritima",0
"302","2002","Calidris maritima",0
"303","2003","Calidris maritima",0
"304","2004","Calidris maritima",0
"305","2005","Calidris maritima",0
"306","2006","Calidris maritima",0
"307","2007","Calidris maritima",0
"308","2008","Calidris maritima",0
"309","2009","Calidris maritima",0
"310","2010","Calidris maritima",0
"311","2011","Calidris maritima",0
"312","2012","Calidris maritima",0.25
"313","2013","Calidris maritima",0
"314","2014","Calidris maritima",0
"315","2015","Calidris maritima",0
"316","1981","Gallinago gallinago",36.5
"317","1982","Gallinago gallinago",13.5
"318","1983","Gallinago gallinago",38
"319","1984","Gallinago gallinago",105
"320","1985","Gallinago gallinago",93
"321","1986","Gallinago gallinago",34.75
"322","1987","Gallinago gallinago",0
"323","1988","Gallinago gallinago",23.25
"324","1989","Gallinago gallinago",11.75
"325","1990","Gallinago gallinago",0
"326","1991","Gallinago gallinago",0
"327","1992","Gallinago gallinago",15
"328","1993","Gallinago gallinago",0
"329","1994","Gallinago gallinago",0
"330","1995","Gallinago gallinago",55
"331","1996","Gallinago gallinago",0
"332","1997","Gallinago gallinago",0
"333","1998","Gallinago gallinago",10.5
"334","1999","Gallinago gallinago",0
"335","2000","Gallinago gallinago",32.75
"336","2001","Gallinago gallinago",6.5
"337","2002","Gallinago gallinago",0.5
"338","2003","Gallinago gallinago",2
"339","2004","Gallinago gallinago",18.5
"340","2005","Gallinago gallinago",6.75
"341","2006","Gallinago gallinago",14.5
"342","2007","Gallinago gallinago",17.75
"343","2008","Gallinago gallinago",30
"344","2009","Gallinago gallinago",22
"345","2010","Gallinago gallinago",9.75
"346","2011","Gallinago gallinago",6
"347","2012","Gallinago gallinago",13.5
"348","2013","Gallinago gallinago",23
"349","2014","Gallinago gallinago",14
"350","2015","Gallinago gallinago",14.75
"351","1981","Tringa nebularia",0.25
"352","1982","Tringa nebularia",0.75
"353","1983","Tringa nebularia",0
"354","1984","Tringa nebularia",0
"355","1985","Tringa nebularia",0
"356","1986","Tringa nebularia",0
"357","1987","Tringa nebularia",0.75
"358","1988","Tringa nebularia",0
"359","1989","Tringa nebularia",0
"360","1990","Tringa nebularia",0
"361","1991","Tringa nebularia",0
"362","1992","Tringa nebularia",0
"363","1993","Tringa nebularia",0
"364","1994","Tringa nebularia",0
"365","1995","Tringa nebularia",0
"366","1996","Tringa nebularia",0
"367","1997","Tringa nebularia",2.25
"368","1998","Tringa nebularia",1.25
"369","1999","Tringa nebularia",0
"370","2000","Tringa nebularia",4.5
"371","2001","Tringa nebularia",10.25
"372","2002","Tringa nebularia",9
"373","2003","Tringa nebularia",1.25
"374","2004","Tringa nebularia",2
"375","2005","Tringa nebularia",0.25
"376","2006","Tringa nebularia",0.25
"377","2007","Tringa nebularia",10.5
"378","2008","Tringa nebularia",18.25
"379","2009","Tringa nebularia",3.25
"380","2010","Tringa nebularia",5.5
"381","2011","Tringa nebularia",14.75
"382","2012","Tringa nebularia",18.75
"383","2013","Tringa nebularia",13
"384","2014","Tringa nebularia",8
"385","2015","Tringa nebularia",1.75
"386","1981","Tringa erythropus",0
"387","1982","Tringa erythropus",1.5
"388","1983","Tringa erythropus",4.5
"389","1984","Tringa erythropus",0
"390","1985","Tringa erythropus",0
"391","1986","Tringa erythropus",0
"392","1987","Tringa erythropus",3.75
"393","1988","Tringa erythropus",0
"394","1989","Tringa erythropus",20.25
"395","1990","Tringa erythropus",1.5
"396","1991","Tringa erythropus",0
"397","1992","Tringa erythropus",0
"398","1993","Tringa erythropus",4
"399","1994","Tringa erythropus",14.25
"400","1995","Tringa erythropus",0
"401","1996","Tringa erythropus",6.5
"402","1997","Tringa erythropus",6
"403","1998","Tringa erythropus",34.5
"404","1999","Tringa erythropus",22.25
"405","2000","Tringa erythropus",16
"406","2001","Tringa erythropus",6.25
"407","2002","Tringa erythropus",16
"408","2003","Tringa erythropus",5
"409","2004","Tringa erythropus",0
"410","2005","Tringa erythropus",3.75
"411","2006","Tringa erythropus",3.75
"412","2007","Tringa erythropus",18.25
"413","2008","Tringa erythropus",1.25
"414","2009","Tringa erythropus",0.25
"415","2010","Tringa erythropus",0.75
"416","2011","Tringa erythropus",8
"417","2012","Tringa erythropus",18.5
"418","2013","Tringa erythropus",34
"419","2014","Tringa erythropus",38.5
"420","2015","Tringa erythropus",25
"421","1981","Tringa ochropus",0
"422","1982","Tringa ochropus",0
"423","1983","Tringa ochropus",0
"424","1984","Tringa ochropus",0
"425","1985","Tringa ochropus",0
"426","1986","Tringa ochropus",0
"427","1987","Tringa ochropus",0
"428","1988","Tringa ochropus",0
"429","1989","Tringa ochropus",0
"430","1990","Tringa ochropus",0
"431","1991","Tringa ochropus",0
"432","1992","Tringa ochropus",0
"433","1993","Tringa ochropus",0
"434","1994","Tringa ochropus",0
"435","1995","Tringa ochropus",0
"436","1996","Tringa ochropus",0
"437","1997","Tringa ochropus",0
"438","1998","Tringa ochropus",0
"439","1999","Tringa ochropus",0
"440","2000","Tringa ochropus",0
"441","2001","Tringa ochropus",0
"442","2002","Tringa ochropus",0
"443","2003","Tringa ochropus",0
"444","2004","Tringa ochropus",0
"445","2005","Tringa ochropus",0
"446","2006","Tringa ochropus",0
"447","2007","Tringa ochropus",0.5
"448","2008","Tringa ochropus",0.25
"449","2009","Tringa ochropus",2.75
"450","2010","Tringa ochropus",1.25
"451","2011","Tringa ochropus",0.25
"452","2012","Tringa ochropus",0
"453","2013","Tringa ochropus",1
"454","2014","Tringa ochropus",0
"455","2015","Tringa ochropus",0
"456","1981","Tringa totanus",2.5
"457","1982","Tringa totanus",0.25
"458","1983","Tringa totanus",2.25
"459","1984","Tringa totanus",0
"460","1985","Tringa totanus",0.75
"461","1986","Tringa totanus",0
"462","1987","Tringa totanus",1.25
"463","1988","Tringa totanus",0
"464","1989","Tringa totanus",1
"465","1990","Tringa totanus",0
"466","1991","Tringa totanus",0
"467","1992","Tringa totanus",0
"468","1993","Tringa totanus",0.25
"469","1994","Tringa totanus",0
"470","1995","Tringa totanus",0
"471","1996","Tringa totanus",0
"472","1997","Tringa totanus",0
"473","1998","Tringa totanus",2
"474","1999","Tringa totanus",0
"475","2000","Tringa totanus",0.25
"476","2001","Tringa totanus",0
"477","2002","Tringa totanus",1.25
"478","2003","Tringa totanus",2
"479","2004","Tringa totanus",1
"480","2005","Tringa totanus",1
"481","2006","Tringa totanus",1
"482","2007","Tringa totanus",6.25
"483","2008","Tringa totanus",3
"484","2009","Tringa totanus",6.25
"485","2010","Tringa totanus",13.75
"486","2011","Tringa totanus",21.25
"487","2012","Tringa totanus",20.75
"488","2013","Tringa totanus",23.5
"489","2014","Tringa totanus",27.25
"490","2015","Tringa totanus",37
"491","1981","Tringa glareola",0
"492","1982","Tringa glareola",0
"493","1983","Tringa glareola",0
"494","1984","Tringa glareola",0
"495","1985","Tringa glareola",0
"496","1986","Tringa glareola",0
"497","1987","Tringa glareola",0
"498","1988","Tringa glareola",0
"499","1989","Tringa glareola",0
"500","1990","Tringa glareola",0
"501","1991","Tringa glareola",0
"502","1992","Tringa glareola",0
"503","1993","Tringa glareola",0
"504","1994","Tringa glareola",0
"505","1995","Tringa glareola",0
"506","1996","Tringa glareola",0
"507","1997","Tringa glareola",0
"508","1998","Tringa glareola",0
"509","1999","Tringa glareola",0
"510","2000","Tringa glareola",0.5
"511","2001","Tringa glareola",0
"512","2002","Tringa glareola",0
"513","2003","Tringa glareola",0
"514","2004","Tringa glareola",0
"515","2005","Tringa glareola",0
"516","2006","Tringa glareola",0
"517","2007","Tringa glareola",0
"518","2008","Tringa glareola",0
"519","2009","Tringa glareola",0
"520","2010","Tringa glareola",0
"521","2011","Tringa glareola",0
"522","2012","Tringa glareola",0
"523","2013","Tringa glareola",0
"524","2014","Tringa glareola",0
"525","2015","Tringa glareola",0
"526","1981","Actitis hypoleucos",0
"527","1982","Actitis hypoleucos",0
"528","1983","Actitis hypoleucos",0.25
"529","1984","Actitis hypoleucos",0
"530","1985","Actitis hypoleucos",0.5
"531","1986","Actitis hypoleucos",0
"532","1987","Actitis hypoleucos",0
"533","1988","Actitis hypoleucos",0
"534","1989","Actitis hypoleucos",0
"535","1990","Actitis hypoleucos",0
"536","1991","Actitis hypoleucos",0
"537","1992","Actitis hypoleucos",0
"538","1993","Actitis hypoleucos",0
"539","1994","Actitis hypoleucos",0
"540","1995","Actitis hypoleucos",0
"541","1996","Actitis hypoleucos",0.25
"542","1997","Actitis hypoleucos",0
"543","1998","Actitis hypoleucos",0.5
"544","1999","Actitis hypoleucos",0
"545","2000","Actitis hypoleucos",1.75
"546","2001","Actitis hypoleucos",0
"547","2002","Actitis hypoleucos",1.5
"548","2003","Actitis hypoleucos",0.75
"549","2004","Actitis hypoleucos",0
"550","2005","Actitis hypoleucos",1
"551","2006","Actitis hypoleucos",1
"552","2007","Actitis hypoleucos",1.25
"553","2008","Actitis hypoleucos",0.25
"554","2009","Actitis hypoleucos",1
"555","2010","Actitis hypoleucos",2
"556","2011","Actitis hypoleucos",0.5
"557","2012","Actitis hypoleucos",0
"558","2013","Actitis hypoleucos",0.75
"559","2014","Actitis hypoleucos",1.25
"560","2015","Actitis hypoleucos",0.25
"561","1981","Philomachus pugnax",0
"562","1982","Philomachus pugnax",0
"563","1983","Philomachus pugnax",0
"564","1984","Philomachus pugnax",0.25
"565","1985","Philomachus pugnax",0
"566","1986","Philomachus pugnax",0
"567","1987","Philomachus pugnax",0
"568","1988","Philomachus pugnax",0.25
"569","1989","Philomachus pugnax",0
"570","1990","Philomachus pugnax",0
"571","1991","Philomachus pugnax",0
"572","1992","Philomachus pugnax",0
"573","1993","Philomachus pugnax",0
"574","1994","Philomachus pugnax",0
"575","1995","Philomachus pugnax",0
"576","1996","Philomachus pugnax",0.5
"577","1997","Philomachus pugnax",0
"578","1998","Philomachus pugnax",0
"579","1999","Philomachus pugnax",0
"580","2000","Philomachus pugnax",0
"581","2001","Philomachus pugnax",0
"582","2002","Philomachus pugnax",0
"583","2003","Philomachus pugnax",0
"584","2004","Philomachus pugnax",0
"585","2005","Philomachus pugnax",0
"586","2006","Philomachus pugnax",0
"587","2007","Philomachus pugnax",0
"588","2008","Philomachus pugnax",0
"589","2009","Philomachus pugnax",0
"590","2010","Philomachus pugnax",0
"591","2011","Philomachus pugnax",0
"592","2012","Philomachus pugnax",0
"593","2013","Philomachus pugnax",0
"594","2014","Philomachus pugnax",0.25
"595","2015","Philomachus pugnax",0
"596","1981","Numenius arquata",0.25
"597","1982","Numenius arquata",0.25
"598","1983","Numenius arquata",0
"599","1984","Numenius arquata",0
"600","1985","Numenius arquata",0
"601","1986","Numenius arquata",0
"602","1987","Numenius arquata",11.25
"603","1988","Numenius arquata",0
"604","1989","Numenius arquata",2
"605","1990","Numenius arquata",0.5
"606","1991","Numenius arquata",0
"607","1992","Numenius arquata",0
"608","1993","Numenius arquata",0.25
"609","1994","Numenius arquata",0
"610","1995","Numenius arquata",0.5
"611","1996","Numenius arquata",0
"612","1997","Numenius arquata",0
"613","1998","Numenius arquata",0.25
"614","1999","Numenius arquata",0
"615","2000","Numenius arquata",0.25
"616","2001","Numenius arquata",0
"617","2002","Numenius arquata",0
"618","2003","Numenius arquata",1.75
"619","2004","Numenius arquata",0
"620","2005","Numenius arquata",0
"621","2006","Numenius arquata",0
"622","2007","Numenius arquata",6.5
"623","2008","Numenius arquata",7.75
"624","2009","Numenius arquata",67
"625","2010","Numenius arquata",11.75
"626","2011","Numenius arquata",293.75
"627","2012","Numenius arquata",510.5
"628","2013","Numenius arquata",611.75
"629","2014","Numenius arquata",395.75
"630","2015","Numenius arquata",519.25
"631","1981","Numenius phaeopus",0
"632","1982","Numenius phaeopus",0
"633","1983","Numenius phaeopus",0
"634","1984","Numenius phaeopus",0
"635","1985","Numenius phaeopus",0
"636","1986","Numenius phaeopus",0
"637","1987","Numenius phaeopus",0
"638","1988","Numenius phaeopus",0
"639","1989","Numenius phaeopus",0
"640","1990","Numenius phaeopus",0
"641","1991","Numenius phaeopus",0
"642","1992","Numenius phaeopus",0
"643","1993","Numenius phaeopus",0
"644","1994","Numenius phaeopus",0
"645","1995","Numenius phaeopus",0
"646","1996","Numenius phaeopus",0
"647","1997","Numenius phaeopus",0
"648","1998","Numenius phaeopus",0
"649","1999","Numenius phaeopus",0
"650","2000","Numenius phaeopus",16.5
"651","2001","Numenius phaeopus",0
"652","2002","Numenius phaeopus",0
"653","2003","Numenius phaeopus",0
"654","2004","Numenius phaeopus",0
"655","2005","Numenius phaeopus",0
"656","2006","Numenius phaeopus",0
"657","2007","Numenius phaeopus",0
"658","2008","Numenius phaeopus",0
"659","2009","Numenius phaeopus",0
"660","2010","Numenius phaeopus",0
"661","2011","Numenius phaeopus",0.75
"662","2012","Numenius phaeopus",0.75
"663","2013","Numenius phaeopus",0.25
"664","2014","Numenius phaeopus",0.5
"665","2015","Numenius phaeopus",1
"666","1981","Himantopus himantopus",0
"667","1982","Himantopus himantopus",0
"668","1983","Himantopus himantopus",0
"669","1984","Himantopus himantopus",0
"670","1985","Himantopus himantopus",0
"671","1986","Himantopus himantopus",0
"672","1987","Himantopus himantopus",0
"673","1988","Himantopus himantopus",0
"674","1989","Himantopus himantopus",0
"675","1990","Himantopus himantopus",0
"676","1991","Himantopus himantopus",0
"677","1992","Himantopus himantopus",0
"678","1993","Himantopus himantopus",0
"679","1994","Himantopus himantopus",0
"680","1995","Himantopus himantopus",0
"681","1996","Himantopus himantopus",0
"682","1997","Himantopus himantopus",0
"683","1998","Himantopus himantopus",0
"684","1999","Himantopus himantopus",0
"685","2000","Himantopus himantopus",0
"686","2001","Himantopus himantopus",0
"687","2002","Himantopus himantopus",0
"688","2003","Himantopus himantopus",0
"689","2004","Himantopus himantopus",0
"690","2005","Himantopus himantopus",0
"691","2006","Himantopus himantopus",0
"692","2007","Himantopus himantopus",0
"693","2008","Himantopus himantopus",0
"694","2009","Himantopus himantopus",0
"695","2010","Himantopus himantopus",0
"696","2011","Himantopus himantopus",0
"697","2012","Himantopus himantopus",0
"698","2013","Himantopus himantopus",0
"699","2014","Himantopus himantopus",0
"700","2015","Himantopus himantopus",0
"701","1981","Charadrius hiaticula",5
"702","1982","Charadrius hiaticula",8.25
"703","1983","Charadrius hiaticula",12
"704","1984","Charadrius hiaticula",0
"705","1985","Charadrius hiaticula",3.75
"706","1986","Charadrius hiaticula",9.5
"707","1987","Charadrius hiaticula",20.25
"708","1988","Charadrius hiaticula",0
"709","1989","Charadrius hiaticula",28.75
"710","1990","Charadrius hiaticula",23.5
"711","1991","Charadrius hiaticula",0
"712","1992","Charadrius hiaticula",16.25
"713","1993","Charadrius hiaticula",15.5
"714","1994","Charadrius hiaticula",2.5
"715","1995","Charadrius hiaticula",0
"716","1996","Charadrius hiaticula",0
"717","1997","Charadrius hiaticula",6.75
"718","1998","Charadrius hiaticula",37.75
"719","1999","Charadrius hiaticula",0
"720","2000","Charadrius hiaticula",9
"721","2001","Charadrius hiaticula",0
"722","2002","Charadrius hiaticula",23.75
"723","2003","Charadrius hiaticula",5
"724","2004","Charadrius hiaticula",22.5
"725","2005","Charadrius hiaticula",59.5
"726","2006","Charadrius hiaticula",1.75
"727","2007","Charadrius hiaticula",9.25
"728","2008","Charadrius hiaticula",13.75
"729","2009","Charadrius hiaticula",13.25
"730","2010","Charadrius hiaticula",10.25
"731","2011","Charadrius hiaticula",119
"732","2012","Charadrius hiaticula",106
"733","2013","Charadrius hiaticula",38.25
"734","2014","Charadrius hiaticula",58
"735","2015","Charadrius hiaticula",41.5
"736","1981","Charadrius alexandrinus",0
"737","1982","Charadrius alexandrinus",0
"738","1983","Charadrius alexandrinus",0
"739","1984","Charadrius alexandrinus",0
"740","1985","Charadrius alexandrinus",0
"741","1986","Charadrius alexandrinus",0
"742","1987","Charadrius alexandrinus",0
"743","1988","Charadrius alexandrinus",0
"744","1989","Charadrius alexandrinus",0
"745","1990","Charadrius alexandrinus",0
"746","1991","Charadrius alexandrinus",0
"747","1992","Charadrius alexandrinus",0
"748","1993","Charadrius alexandrinus",0
"749","1994","Charadrius alexandrinus",0
"750","1995","Charadrius alexandrinus",0
"751","1996","Charadrius alexandrinus",0
"752","1997","Charadrius alexandrinus",0
"753","1998","Charadrius alexandrinus",0
"754","1999","Charadrius alexandrinus",0
"755","2000","Charadrius alexandrinus",0
"756","2001","Charadrius alexandrinus",0
"757","2002","Charadrius alexandrinus",0
"758","2003","Charadrius alexandrinus",0
"759","2004","Charadrius alexandrinus",0
"760","2005","Charadrius alexandrinus",0
"761","2006","Charadrius alexandrinus",0
"762","2007","Charadrius alexandrinus",0
"763","2008","Charadrius alexandrinus",0
"764","2009","Charadrius alexandrinus",0
"765","2010","Charadrius alexandrinus",0
"766","2011","Charadrius alexandrinus",0
"767","2012","Charadrius alexandrinus",0
"768","2013","Charadrius alexandrinus",0
"769","2014","Charadrius alexandrinus",0
"770","2015","Charadrius alexandrinus",0
"771","1981","Haematopus ostralegus",0
"772","1982","Haematopus ostralegus",0
"773","1983","Haematopus ostralegus",0
"774","1984","Haematopus ostralegus",0
"775","1985","Haematopus ostralegus",0
"776","1986","Haematopus ostralegus",0
"777","1987","Haematopus ostralegus",0
"778","1988","Haematopus ostralegus",0
"779","1989","Haematopus ostralegus",0
"780","1990","Haematopus ostralegus",0
