"","dates","sp_all","abundance_warm"
"110","1985","Calidris temminckii",0
"111","1986","Calidris temminckii",0
"112","1987","Calidris temminckii",0
"113","1988","Calidris temminckii",0
"114","1989","Calidris temminckii",0
"115","1990","Calidris temminckii",0
"116","1991","Calidris temminckii",0
"117","1992","Calidris temminckii",0
"118","1993","Calidris temminckii",6.125
"119","1994","Calidris temminckii",0
"120","1995","Calidris temminckii",0
"121","1996","Calidris temminckii",0
"122","1997","Calidris temminckii",0
"123","1998","Calidris temminckii",0
"124","1999","Calidris temminckii",0
"125","2000","Calidris temminckii",0
"126","2001","Calidris temminckii",0
"127","2002","Calidris temminckii",0
"128","2003","Calidris temminckii",0
"129","2004","Calidris temminckii",0
"130","2005","Calidris temminckii",0
"131","2006","Calidris temminckii",0
"132","2007","Calidris temminckii",18.375
"133","2008","Calidris temminckii",0
"134","2009","Calidris temminckii",0
"135","2010","Calidris temminckii",18.375
"136","2011","Calidris temminckii",18.375
"137","2012","Calidris temminckii",36.75
"138","2013","Calidris temminckii",12.25
"139","2014","Calidris temminckii",12.25
"140","2015","Calidris temminckii",0
"141","1981","Calidris canutus",0
"142","1982","Calidris canutus",42.5
"143","1983","Calidris canutus",6417.5
"144","1984","Calidris canutus",15130
"145","1985","Calidris canutus",2422.5
"146","1986","Calidris canutus",255
"147","1987","Calidris canutus",0
"148","1988","Calidris canutus",127.5
"149","1989","Calidris canutus",0
"150","1990","Calidris canutus",127.5
"151","1991","Calidris canutus",0
"152","1992","Calidris canutus",0
"153","1993","Calidris canutus",0
"154","1994","Calidris canutus",510
"155","1995","Calidris canutus",1147.5
"156","1996","Calidris canutus",1062.5
"157","1997","Calidris canutus",0
"158","1998","Calidris canutus",0
"159","1999","Calidris canutus",637.5
"160","2000","Calidris canutus",0
"161","2001","Calidris canutus",935
"162","2002","Calidris canutus",0
"163","2003","Calidris canutus",0
"164","2004","Calidris canutus",0
"165","2005","Calidris canutus",0
"166","2006","Calidris canutus",0
"167","2007","Calidris canutus",6035
"168","2008","Calidris canutus",2720
"169","2009","Calidris canutus",1530
"170","2010","Calidris canutus",892.5
"171","2011","Calidris canutus",765
"172","2012","Calidris canutus",2465
"173","2013","Calidris canutus",4845
"174","2014","Calidris canutus",10455
"175","2015","Calidris canutus",1742.5
"176","1981","Calidris alba",0
"177","1982","Calidris alba",0
"178","1983","Calidris alba",0
"179","1984","Calidris alba",0
"180","1985","Calidris alba",0
"181","1986","Calidris alba",0
"182","1987","Calidris alba",0
"183","1988","Calidris alba",0
"184","1989","Calidris alba",0
"185","1990","Calidris alba",0
"186","1991","Calidris alba",48.75
"187","1992","Calidris alba",0
"188","1993","Calidris alba",0
"189","1994","Calidris alba",0
"190","1995","Calidris alba",0
"191","1996","Calidris alba",0
"192","1997","Calidris alba",0
"193","1998","Calidris alba",0
"194","1999","Calidris alba",0
"195","2000","Calidris alba",0
"196","2001","Calidris alba",0
"197","2002","Calidris alba",0
"198","2003","Calidris alba",0
"199","2004","Calidris alba",0
"200","2005","Calidris alba",0
"201","2006","Calidris alba",0
"202","2007","Calidris alba",0
"203","2008","Calidris alba",16.25
"204","2009","Calidris alba",16.25
"205","2010","Calidris alba",16.25
"206","2011","Calidris alba",16.25
"207","2012","Calidris alba",16.25
"208","2013","Calidris alba",48.75
"209","2014","Calidris alba",48.75
"210","2015","Calidris alba",0
"211","1981","Calidris alpina",10406.25
"212","1982","Calidris alpina",4016.25
"213","1983","Calidris alpina",11385
"214","1984","Calidris alpina",18731.25
"215","1985","Calidris alpina",13421.25
"216","1986","Calidris alpina",9945
"217","1987","Calidris alpina",1912.5
"218","1988","Calidris alpina",6795
"219","1989","Calidris alpina",4702.5
"220","1990","Calidris alpina",7695
"221","1991","Calidris alpina",5287.5
"222","1992","Calidris alpina",12521.25
"223","1993","Calidris alpina",787.5
"224","1994","Calidris alpina",13320
"225","1995","Calidris alpina",6468.75
"226","1996","Calidris alpina",16425
"227","1997","Calidris alpina",2362.5
"228","1998","Calidris alpina",483.75
"229","1999","Calidris alpina",5850
"230","2000","Calidris alpina",967.5
"231","2001","Calidris alpina",2970
"232","2002","Calidris alpina",843.75
"233","2003","Calidris alpina",1012.5
"234","2004","Calidris alpina",1372.5
"235","2005","Calidris alpina",0
"236","2006","Calidris alpina",258.75
"237","2007","Calidris alpina",17178.75
"238","2008","Calidris alpina",18405
"239","2009","Calidris alpina",7031.25
"240","2010","Calidris alpina",31263.75
"241","2011","Calidris alpina",13128.75
"242","2012","Calidris alpina",16278.75
"243","2013","Calidris alpina",29767.5
"244","2014","Calidris alpina",34683.75
"245","2015","Calidris alpina",8100
"246","1981","Calidris minuta",22.5
"247","1982","Calidris minuta",7.5
"248","1983","Calidris minuta",22.5
"249","1984","Calidris minuta",45
"250","1985","Calidris minuta",37.5
"251","1986","Calidris minuta",30
"252","1987","Calidris minuta",0
"253","1988","Calidris minuta",0
"254","1989","Calidris minuta",112.5
"255","1990","Calidris minuta",7.5
"256","1991","Calidris minuta",67.5
"257","1992","Calidris minuta",0
"258","1993","Calidris minuta",120
"259","1994","Calidris minuta",0
"260","1995","Calidris minuta",60
"261","1996","Calidris minuta",0
"262","1997","Calidris minuta",90
"263","1998","Calidris minuta",0
"264","1999","Calidris minuta",90
"265","2000","Calidris minuta",0
"266","2001","Calidris minuta",135
"267","2002","Calidris minuta",0
"268","2003","Calidris minuta",0
"269","2004","Calidris minuta",60
"270","2005","Calidris minuta",0
"271","2006","Calidris minuta",0
"272","2007","Calidris minuta",585
"273","2008","Calidris minuta",330
"274","2009","Calidris minuta",210
"275","2010","Calidris minuta",420
"276","2011","Calidris minuta",7.5
"277","2012","Calidris minuta",180
"278","2013","Calidris minuta",262.5
"279","2014","Calidris minuta",645
"280","2015","Calidris minuta",172.5
"281","1981","Gallinago gallinago",125
"282","1982","Gallinago gallinago",75
"283","1983","Gallinago gallinago",175
"284","1984","Gallinago gallinago",125
"285","1985","Gallinago gallinago",175
"286","1986","Gallinago gallinago",100
"287","1987","Gallinago gallinago",25
"288","1988","Gallinago gallinago",275
"289","1989","Gallinago gallinago",25
"290","1990","Gallinago gallinago",0
"291","1991","Gallinago gallinago",0
"292","1992","Gallinago gallinago",0
"293","1993","Gallinago gallinago",0
"294","1994","Gallinago gallinago",0
"295","1995","Gallinago gallinago",0
"296","1996","Gallinago gallinago",0
"297","1997","Gallinago gallinago",0
"298","1998","Gallinago gallinago",0
"299","1999","Gallinago gallinago",0
"300","2000","Gallinago gallinago",0
"301","2001","Gallinago gallinago",1025
"302","2002","Gallinago gallinago",0
"303","2003","Gallinago gallinago",0
"304","2004","Gallinago gallinago",0
"305","2005","Gallinago gallinago",0
"306","2006","Gallinago gallinago",0
"307","2007","Gallinago gallinago",225
"308","2008","Gallinago gallinago",0
"309","2009","Gallinago gallinago",0
"310","2010","Gallinago gallinago",25
"311","2011","Gallinago gallinago",0
"312","2012","Gallinago gallinago",75
"313","2013","Gallinago gallinago",450
"314","2014","Gallinago gallinago",150
"315","2015","Gallinago gallinago",75
"316","1981","Tringa nebularia",102.5
"317","1982","Tringa nebularia",461.25
"318","1983","Tringa nebularia",205
"319","1984","Tringa nebularia",153.75
"320","1985","Tringa nebularia",153.75
"321","1986","Tringa nebularia",205
"322","1987","Tringa nebularia",51.25
"323","1988","Tringa nebularia",0
"324","1989","Tringa nebularia",256.25
"325","1990","Tringa nebularia",256.25
"326","1991","Tringa nebularia",153.75
"327","1992","Tringa nebularia",0
"328","1993","Tringa nebularia",102.5
"329","1994","Tringa nebularia",205
"330","1995","Tringa nebularia",51.25
"331","1996","Tringa nebularia",153.75
"332","1997","Tringa nebularia",102.5
"333","1998","Tringa nebularia",51.25
"334","1999","Tringa nebularia",768.75
"335","2000","Tringa nebularia",205
"336","2001","Tringa nebularia",1640
"337","2002","Tringa nebularia",1640
"338","2003","Tringa nebularia",358.75
"339","2004","Tringa nebularia",307.5
"340","2005","Tringa nebularia",0
"341","2006","Tringa nebularia",51.25
"342","2007","Tringa nebularia",5330
"343","2008","Tringa nebularia",3587.5
"344","2009","Tringa nebularia",7226.25
"345","2010","Tringa nebularia",5535
"346","2011","Tringa nebularia",10147.5
"347","2012","Tringa nebularia",8097.5
"348","2013","Tringa nebularia",10865
"349","2014","Tringa nebularia",7636.25
"350","2015","Tringa nebularia",5996.25
"351","1981","Tringa erythropus",0
"352","1982","Tringa erythropus",45.625
"353","1983","Tringa erythropus",0
"354","1984","Tringa erythropus",0
"355","1985","Tringa erythropus",0
"356","1986","Tringa erythropus",0
"357","1987","Tringa erythropus",0
"358","1988","Tringa erythropus",45.625
"359","1989","Tringa erythropus",0
"360","1990","Tringa erythropus",456.25
"361","1991","Tringa erythropus",228.125
"362","1992","Tringa erythropus",0
"363","1993","Tringa erythropus",91.25
"364","1994","Tringa erythropus",410.625
"365","1995","Tringa erythropus",319.375
"366","1996","Tringa erythropus",0
"367","1997","Tringa erythropus",410.625
"368","1998","Tringa erythropus",136.875
"369","1999","Tringa erythropus",45.625
"370","2000","Tringa erythropus",0
"371","2001","Tringa erythropus",91.25
"372","2002","Tringa erythropus",91.25
"373","2003","Tringa erythropus",45.625
"374","2004","Tringa erythropus",136.875
"375","2005","Tringa erythropus",0
"376","2006","Tringa erythropus",136.875
"377","2007","Tringa erythropus",2509.375
"378","2008","Tringa erythropus",456.25
"379","2009","Tringa erythropus",2190
"380","2010","Tringa erythropus",1140.625
"381","2011","Tringa erythropus",365
"382","2012","Tringa erythropus",1642.5
"383","2013","Tringa erythropus",2098.75
"384","2014","Tringa erythropus",2874.375
"385","2015","Tringa erythropus",3786.875
"386","1981","Tringa ochropus",40
"387","1982","Tringa ochropus",0
"388","1983","Tringa ochropus",0
"389","1984","Tringa ochropus",20
"390","1985","Tringa ochropus",40
"391","1986","Tringa ochropus",0
"392","1987","Tringa ochropus",220
"393","1988","Tringa ochropus",40
"394","1989","Tringa ochropus",20
"395","1990","Tringa ochropus",20
"396","1991","Tringa ochropus",60
"397","1992","Tringa ochropus",0
"398","1993","Tringa ochropus",60
"399","1994","Tringa ochropus",120
"400","1995","Tringa ochropus",0
"401","1996","Tringa ochropus",20
"402","1997","Tringa ochropus",0
"403","1998","Tringa ochropus",60
"404","1999","Tringa ochropus",20
"405","2000","Tringa ochropus",0
"406","2001","Tringa ochropus",20
"407","2002","Tringa ochropus",20
"408","2003","Tringa ochropus",80
"409","2004","Tringa ochropus",0
"410","2005","Tringa ochropus",40
"411","2006","Tringa ochropus",0
"412","2007","Tringa ochropus",460
"413","2008","Tringa ochropus",180
"414","2009","Tringa ochropus",280
"415","2010","Tringa ochropus",120
"416","2011","Tringa ochropus",80
"417","2012","Tringa ochropus",200
"418","2013","Tringa ochropus",420
"419","2014","Tringa ochropus",560
"420","2015","Tringa ochropus",140
"421","1981","Tringa totanus",728.75
"422","1982","Tringa totanus",1623.125
"423","1983","Tringa totanus",1888.125
"424","1984","Tringa totanus",6790.625
"425","1985","Tringa totanus",7519.375
"426","1986","Tringa totanus",563.125
"427","1987","Tringa totanus",165.625
"428","1988","Tringa totanus",1954.375
"429","1989","Tringa totanus",1689.375
"430","1990","Tringa totanus",1788.75
"431","1991","Tringa totanus",265
"432","1992","Tringa totanus",2550.625
"433","1993","Tringa totanus",1093.125
"434","1994","Tringa totanus",11229.375
"435","1995","Tringa totanus",728.75
"436","1996","Tringa totanus",1424.375
"437","1997","Tringa totanus",1358.125
"438","1998","Tringa totanus",0
"439","1999","Tringa totanus",1656.25
"440","2000","Tringa totanus",2219.375
"441","2001","Tringa totanus",165.625
"442","2002","Tringa totanus",894.375
"443","2003","Tringa totanus",5830
"444","2004","Tringa totanus",1093.125
"445","2005","Tringa totanus",0
"446","2006","Tringa totanus",430.625
"447","2007","Tringa totanus",8314.375
"448","2008","Tringa totanus",15701.25
"449","2009","Tringa totanus",27063.125
"450","2010","Tringa totanus",28984.375
"451","2011","Tringa totanus",32230.625
"452","2012","Tringa totanus",63533.75
"453","2013","Tringa totanus",42333.75
"454","2014","Tringa totanus",38690
"455","2015","Tringa totanus",33555.625
"456","1981","Tringa glareola",52.5
"457","1982","Tringa glareola",0
"458","1983","Tringa glareola",52.5
"459","1984","Tringa glareola",175
"460","1985","Tringa glareola",70
"461","1986","Tringa glareola",70
"462","1987","Tringa glareola",0
"463","1988","Tringa glareola",350
"464","1989","Tringa glareola",105
"465","1990","Tringa glareola",70
"466","1991","Tringa glareola",332.5
"467","1992","Tringa glareola",52.5
"468","1993","Tringa glareola",35
"469","1994","Tringa glareola",52.5
"470","1995","Tringa glareola",105
"471","1996","Tringa glareola",52.5
"472","1997","Tringa glareola",0
"473","1998","Tringa glareola",0
"474","1999","Tringa glareola",0
"475","2000","Tringa glareola",0
"476","2001","Tringa glareola",175
"477","2002","Tringa glareola",35
"478","2003","Tringa glareola",210
"479","2004","Tringa glareola",122.5
"480","2005","Tringa glareola",0
"481","2006","Tringa glareola",0
"482","2007","Tringa glareola",87.5
"483","2008","Tringa glareola",87.5
"484","2009","Tringa glareola",17.5
"485","2010","Tringa glareola",0
"486","2011","Tringa glareola",35
"487","2012","Tringa glareola",87.5
"488","2013","Tringa glareola",210
"489","2014","Tringa glareola",52.5
"490","2015","Tringa glareola",0
"491","1981","Actitis hypoleucos",125
"492","1982","Actitis hypoleucos",37.5
"493","1983","Actitis hypoleucos",400
"494","1984","Actitis hypoleucos",237.5
"495","1985","Actitis hypoleucos",550
"496","1986","Actitis hypoleucos",350
"497","1987","Actitis hypoleucos",287.5
"498","1988","Actitis hypoleucos",212.5
"499","1989","Actitis hypoleucos",425
"500","1990","Actitis hypoleucos",87.5
"501","1991","Actitis hypoleucos",25
"502","1992","Actitis hypoleucos",475
"503","1993","Actitis hypoleucos",150
"504","1994","Actitis hypoleucos",125
"505","1995","Actitis hypoleucos",812.5
"506","1996","Actitis hypoleucos",400
"507","1997","Actitis hypoleucos",175
"508","1998","Actitis hypoleucos",0
"509","1999","Actitis hypoleucos",37.5
"510","2000","Actitis hypoleucos",12.5
"511","2001","Actitis hypoleucos",237.5
"512","2002","Actitis hypoleucos",525
"513","2003","Actitis hypoleucos",12.5
"514","2004","Actitis hypoleucos",662.5
"515","2005","Actitis hypoleucos",75
"516","2006","Actitis hypoleucos",0
"517","2007","Actitis hypoleucos",1100
"518","2008","Actitis hypoleucos",462.5
"519","2009","Actitis hypoleucos",262.5
"520","2010","Actitis hypoleucos",587.5
"521","2011","Actitis hypoleucos",300
"522","2012","Actitis hypoleucos",650
"523","2013","Actitis hypoleucos",937.5
"524","2014","Actitis hypoleucos",862.5
"525","2015","Actitis hypoleucos",312.5
"526","1981","Philomachus pugnax",0
"527","1982","Philomachus pugnax",0
"528","1983","Philomachus pugnax",27.5
"529","1984","Philomachus pugnax",0
"530","1985","Philomachus pugnax",137.5
"531","1986","Philomachus pugnax",55
"532","1987","Philomachus pugnax",0
"533","1988","Philomachus pugnax",0
"534","1989","Philomachus pugnax",0
"535","1990","Philomachus pugnax",55
"536","1991","Philomachus pugnax",522.5
"537","1992","Philomachus pugnax",55
"538","1993","Philomachus pugnax",0
"539","1994","Philomachus pugnax",110
"540","1995","Philomachus pugnax",0
"541","1996","Philomachus pugnax",0
"542","1997","Philomachus pugnax",0
"543","1998","Philomachus pugnax",0
"544","1999","Philomachus pugnax",0
"545","2000","Philomachus pugnax",0
"546","2001","Philomachus pugnax",82.5
"547","2002","Philomachus pugnax",27.5
"548","2003","Philomachus pugnax",0
"549","2004","Philomachus pugnax",0
"550","2005","Philomachus pugnax",0
"551","2006","Philomachus pugnax",0
"552","2007","Philomachus pugnax",55
"553","2008","Philomachus pugnax",82.5
"554","2009","Philomachus pugnax",82.5
"555","2010","Philomachus pugnax",0
"556","2011","Philomachus pugnax",27.5
"557","2012","Philomachus pugnax",165
"558","2013","Philomachus pugnax",192.5
"559","2014","Philomachus pugnax",192.5
"560","2015","Philomachus pugnax",27.5
"561","1981","Numenius arquata",229.375
"562","1982","Numenius arquata",0
"563","1983","Numenius arquata",229.375
"564","1984","Numenius arquata",229.375
"565","1985","Numenius arquata",0
"566","1986","Numenius arquata",0
"567","1987","Numenius arquata",0
"568","1988","Numenius arquata",229.375
"569","1989","Numenius arquata",229.375
"570","1990","Numenius arquata",0
"571","1991","Numenius arquata",0
"572","1992","Numenius arquata",0
"573","1993","Numenius arquata",0
"574","1994","Numenius arquata",0
"575","1995","Numenius arquata",1146.875
"576","1996","Numenius arquata",229.375
"577","1997","Numenius arquata",0
"578","1998","Numenius arquata",0
"579","1999","Numenius arquata",0
"580","2000","Numenius arquata",0
"581","2001","Numenius arquata",0
"582","2002","Numenius arquata",0
"583","2003","Numenius arquata",0
"584","2004","Numenius arquata",0
"585","2005","Numenius arquata",0
"586","2006","Numenius arquata",0
"587","2007","Numenius arquata",2064.375
"588","2008","Numenius arquata",29130.625
"589","2009","Numenius arquata",458.75
"590","2010","Numenius arquata",3440.625
"591","2011","Numenius arquata",0
"592","2012","Numenius arquata",228686.875
"593","2013","Numenius arquata",336951.875
"594","2014","Numenius arquata",454391.875
"595","2015","Numenius arquata",380762.5
"596","1981","Numenius phaeopus",1350
"597","1982","Numenius phaeopus",990
"598","1983","Numenius phaeopus",1080
"599","1984","Numenius phaeopus",900
"600","1985","Numenius phaeopus",0
"601","1986","Numenius phaeopus",90
"602","1987","Numenius phaeopus",0
"603","1988","Numenius phaeopus",180
"604","1989","Numenius phaeopus",450
"605","1990","Numenius phaeopus",90
"606","1991","Numenius phaeopus",0
"607","1992","Numenius phaeopus",90
"608","1993","Numenius phaeopus",0
"609","1994","Numenius phaeopus",270
"610","1995","Numenius phaeopus",0
"611","1996","Numenius phaeopus",0
"612","1997","Numenius phaeopus",0
"613","1998","Numenius phaeopus",0
"614","1999","Numenius phaeopus",0
"615","2000","Numenius phaeopus",0
"616","2001","Numenius phaeopus",360
"617","2002","Numenius phaeopus",0
"618","2003","Numenius phaeopus",0
"619","2004","Numenius phaeopus",90
"620","2005","Numenius phaeopus",0
"621","2006","Numenius phaeopus",0
"622","2007","Numenius phaeopus",630
"623","2008","Numenius phaeopus",1170
"624","2009","Numenius phaeopus",180
"625","2010","Numenius phaeopus",450
"626","2011","Numenius phaeopus",630
"627","2012","Numenius phaeopus",19800
"628","2013","Numenius phaeopus",61020
"629","2014","Numenius phaeopus",39330
"630","2015","Numenius phaeopus",51570
"631","1981","Himantopus himantopus",0
"632","1982","Himantopus himantopus",0
"633","1983","Himantopus himantopus",0
"634","1984","Himantopus himantopus",0
"635","1985","Himantopus himantopus",0
"636","1986","Himantopus himantopus",47.5
"637","1987","Himantopus himantopus",0
"638","1988","Himantopus himantopus",0
"639","1989","Himantopus himantopus",332.5
"640","1990","Himantopus himantopus",522.5
"641","1991","Himantopus himantopus",47.5
"642","1992","Himantopus himantopus",332.5
"643","1993","Himantopus himantopus",47.5
"644","1994","Himantopus himantopus",190
"645","1995","Himantopus himantopus",522.5
"646","1996","Himantopus himantopus",95
"647","1997","Himantopus himantopus",0
"648","1998","Himantopus himantopus",0
"649","1999","Himantopus himantopus",237.5
"650","2000","Himantopus himantopus",0
"651","2001","Himantopus himantopus",285
"652","2002","Himantopus himantopus",475
"653","2003","Himantopus himantopus",0
"654","2004","Himantopus himantopus",0
"655","2005","Himantopus himantopus",0
"656","2006","Himantopus himantopus",0
"657","2007","Himantopus himantopus",1425
"658","2008","Himantopus himantopus",950
"659","2009","Himantopus himantopus",3800
"660","2010","Himantopus himantopus",1662.5
"661","2011","Himantopus himantopus",7125
"662","2012","Himantopus himantopus",11875
"663","2013","Himantopus himantopus",16625
"664","2014","Himantopus himantopus",11590
"665","2015","Himantopus himantopus",12017.5
"666","1981","Charadrius hiaticula",3055
"667","1982","Charadrius hiaticula",471.25
"668","1983","Charadrius hiaticula",5947.5
"669","1984","Charadrius hiaticula",5655
"670","1985","Charadrius hiaticula",796.25
"671","1986","Charadrius hiaticula",1300
"672","1987","Charadrius hiaticula",1153.75
"673","1988","Charadrius hiaticula",1056.25
"674","1989","Charadrius hiaticula",1430
"675","1990","Charadrius hiaticula",2405
"676","1991","Charadrius hiaticula",3883.75
"677","1992","Charadrius hiaticula",1267.5
"678","1993","Charadrius hiaticula",357.5
"679","1994","Charadrius hiaticula",1251.25
"680","1995","Charadrius hiaticula",1771.25
"681","1996","Charadrius hiaticula",1673.75
"682","1997","Charadrius hiaticula",520
"683","1998","Charadrius hiaticula",0
"684","1999","Charadrius hiaticula",2193.75
"685","2000","Charadrius hiaticula",1560
"686","2001","Charadrius hiaticula",991.25
"687","2002","Charadrius hiaticula",1300
"688","2003","Charadrius hiaticula",1462.5
"689","2004","Charadrius hiaticula",178.75
"690","2005","Charadrius hiaticula",0
"691","2006","Charadrius hiaticula",113.75
"692","2007","Charadrius hiaticula",8888.75
"693","2008","Charadrius hiaticula",6272.5
"694","2009","Charadrius hiaticula",3217.5
"695","2010","Charadrius hiaticula",17468.75
"696","2011","Charadrius hiaticula",10010
"697","2012","Charadrius hiaticula",9327.5
"698","2013","Charadrius hiaticula",6077.5
"699","2014","Charadrius hiaticula",15470
"700","2015","Charadrius hiaticula",3006.25
"701","1981","Charadrius dubius",160
"702","1982","Charadrius dubius",80
"703","1983","Charadrius dubius",180
"704","1984","Charadrius dubius",90
"705","1985","Charadrius dubius",40
"706","1986","Charadrius dubius",90
"707","1987","Charadrius dubius",40
"708","1988","Charadrius dubius",30
"709","1989","Charadrius dubius",160
"710","1990","Charadrius dubius",530
"711","1991","Charadrius dubius",140
"712","1992","Charadrius dubius",360
"713","1993","Charadrius dubius",220
"714","1994","Charadrius dubius",60
"715","1995","Charadrius dubius",110
"716","1996","Charadrius dubius",90
"717","1997","Charadrius dubius",0
"718","1998","Charadrius dubius",20
"719","1999","Charadrius dubius",0
"720","2000","Charadrius dubius",30
"721","2001","Charadrius dubius",90
"722","2002","Charadrius dubius",140
"723","2003","Charadrius dubius",40
"724","2004","Charadrius dubius",60
"725","2005","Charadrius dubius",0
"726","2006","Charadrius dubius",0
"727","2007","Charadrius dubius",160
"728","2008","Charadrius dubius",130
"729","2009","Charadrius dubius",90
"730","2010","Charadrius dubius",370
"731","2011","Charadrius dubius",490
"732","2012","Charadrius dubius",880
"733","2013","Charadrius dubius",660
"734","2014","Charadrius dubius",420
"735","2015","Charadrius dubius",430
"736","1981","Pluvialis squatarola",461.25
"737","1982","Pluvialis squatarola",1127.5
"738","1983","Pluvialis squatarola",5073.75
"739","1984","Pluvialis squatarola",11531.25
"740","1985","Pluvialis squatarola",2716.25
"741","1986","Pluvialis squatarola",2306.25
"742","1987","Pluvialis squatarola",410
"743","1988","Pluvialis squatarola",0
"744","1989","Pluvialis squatarola",205
"745","1990","Pluvialis squatarola",922.5
"746","1991","Pluvialis squatarola",5227.5
"747","1992","Pluvialis squatarola",256.25
"748","1993","Pluvialis squatarola",973.75
"749","1994","Pluvialis squatarola",512.5
"750","1995","Pluvialis squatarola",7995
"751","1996","Pluvialis squatarola",6611.25
"752","1997","Pluvialis squatarola",0
"753","1998","Pluvialis squatarola",0
"754","1999","Pluvialis squatarola",3331.25
"755","2000","Pluvialis squatarola",922.5
"756","2001","Pluvialis squatarola",205
"757","2002","Pluvialis squatarola",615
"758","2003","Pluvialis squatarola",205
"759","2004","Pluvialis squatarola",358.75
"760","2005","Pluvialis squatarola",0
"761","2006","Pluvialis squatarola",0
"762","2007","Pluvialis squatarola",1127.5
"763","2008","Pluvialis squatarola",9225
"764","2009","Pluvialis squatarola",1947.5
"765","2010","Pluvialis squatarola",3485
"766","2011","Pluvialis squatarola",6713.75
"767","2012","Pluvialis squatarola",26803.75
"768","2013","Pluvialis squatarola",20192.5
"769","2014","Pluvialis squatarola",24856.25
"770","2015","Pluvialis squatarola",27572.5
"771","1981","Pluvialis apricaria",43.75
