"","dates","sp_all","abundance_warm"
"344","2009","Tadorna tadorna",1410.25
"345","2010","Tadorna tadorna",1242.5
"346","2011","Tadorna tadorna",2512.5
"347","2012","Tadorna tadorna",2578.5
"348","2013","Tadorna tadorna",2643.5
"349","2014","Tadorna tadorna",1249.75
"350","2015","Tadorna tadorna",3069.5
"351","1981","Fulica atra",5086.25
"352","1982","Fulica atra",6892.5
"353","1983","Fulica atra",15615.5
"354","1984","Fulica atra",8196.5
"355","1985","Fulica atra",9368.25
"356","1986","Fulica atra",8391.75
"357","1987","Fulica atra",2497.5
"358","1988","Fulica atra",7781.25
"359","1989","Fulica atra",18885
"360","1990","Fulica atra",7945
"361","1991","Fulica atra",5219.5
"362","1992","Fulica atra",11545
"363","1993","Fulica atra",16907.5
"364","1994","Fulica atra",25572.5
"365","1995","Fulica atra",22256.25
"366","1996","Fulica atra",17067.5
"367","1997","Fulica atra",9151.5
"368","1998","Fulica atra",8751.75
"369","1999","Fulica atra",11521.5
"370","2000","Fulica atra",17750.75
"371","2001","Fulica atra",30831.5
"372","2002","Fulica atra",20795
"373","2003","Fulica atra",23556
"374","2004","Fulica atra",13671
"375","2005","Fulica atra",6536.25
"376","2006","Fulica atra",15516.25
"377","2007","Fulica atra",3952.5
"378","2008","Fulica atra",10761.5
"379","2009","Fulica atra",15667.25
"380","2010","Fulica atra",17369.75
"381","2011","Fulica atra",16407.75
"382","2012","Fulica atra",8345.5
"383","2013","Fulica atra",8874.75
"384","2014","Fulica atra",6152.75
"385","2015","Fulica atra",5353.25
"386","1981","Ardea cinerea",421
"387","1982","Ardea cinerea",1377.5
"388","1983","Ardea cinerea",3055
"389","1984","Ardea cinerea",6587.25
"390","1985","Ardea cinerea",7214
"391","1986","Ardea cinerea",7230
"392","1987","Ardea cinerea",553.5
"393","1988","Ardea cinerea",12225
"394","1989","Ardea cinerea",14730
"395","1990","Ardea cinerea",15493.75
"396","1991","Ardea cinerea",10820
"397","1992","Ardea cinerea",10310
"398","1993","Ardea cinerea",12152.5
"399","1994","Ardea cinerea",13787.5
"400","1995","Ardea cinerea",11945
"401","1996","Ardea cinerea",10017.5
"402","1997","Ardea cinerea",8675.75
"403","1998","Ardea cinerea",9832.5
"404","1999","Ardea cinerea",5347.5
"405","2000","Ardea cinerea",10778.75
"406","2001","Ardea cinerea",6121.5
"407","2002","Ardea cinerea",5250
"408","2003","Ardea cinerea",7432.5
"409","2004","Ardea cinerea",3634
"410","2005","Ardea cinerea",1457.5
"411","2006","Ardea cinerea",2206.5
"412","2007","Ardea cinerea",525.25
"413","2008","Ardea cinerea",212.25
"414","2009","Ardea cinerea",715
"415","2010","Ardea cinerea",561.75
"416","2011","Ardea cinerea",322.25
"417","2012","Ardea cinerea",203.5
"418","2013","Ardea cinerea",351
"419","2014","Ardea cinerea",201.25
"420","2015","Ardea cinerea",251.5
"421","1981","Nycticorax nycticorax",324.25
"422","1982","Nycticorax nycticorax",736
"423","1983","Nycticorax nycticorax",573
"424","1984","Nycticorax nycticorax",262
"425","1985","Nycticorax nycticorax",704.5
"426","1986","Nycticorax nycticorax",416.75
"427","1987","Nycticorax nycticorax",40.5
"428","1988","Nycticorax nycticorax",346
"429","1989","Nycticorax nycticorax",745
"430","1990","Nycticorax nycticorax",269
"431","1991","Nycticorax nycticorax",128.25
"432","1992","Nycticorax nycticorax",163
"433","1993","Nycticorax nycticorax",190
"434","1994","Nycticorax nycticorax",315
"435","1995","Nycticorax nycticorax",361
"436","1996","Nycticorax nycticorax",219
"437","1997","Nycticorax nycticorax",442
"438","1998","Nycticorax nycticorax",209.5
"439","1999","Nycticorax nycticorax",995.75
"440","2000","Nycticorax nycticorax",258.75
"441","2001","Nycticorax nycticorax",1392.5
"442","2002","Nycticorax nycticorax",433
"443","2003","Nycticorax nycticorax",234.5
"444","2004","Nycticorax nycticorax",298.5
"445","2005","Nycticorax nycticorax",264
"446","2006","Nycticorax nycticorax",224.25
"447","2007","Nycticorax nycticorax",39
"448","2008","Nycticorax nycticorax",21.25
"449","2009","Nycticorax nycticorax",98
"450","2010","Nycticorax nycticorax",85
"451","2011","Nycticorax nycticorax",20.75
"452","2012","Nycticorax nycticorax",85.25
"453","2013","Nycticorax nycticorax",193.5
"454","2014","Nycticorax nycticorax",179.75
"455","2015","Nycticorax nycticorax",60
"456","1981","Phalacrocorax carbo",91
"457","1982","Phalacrocorax carbo",63.75
"458","1983","Phalacrocorax carbo",435
"459","1984","Phalacrocorax carbo",624
"460","1985","Phalacrocorax carbo",119
"461","1986","Phalacrocorax carbo",37.5
"462","1987","Phalacrocorax carbo",20.25
"463","1988","Phalacrocorax carbo",619.25
"464","1989","Phalacrocorax carbo",1614.5
"465","1990","Phalacrocorax carbo",3173
"466","1991","Phalacrocorax carbo",2342
"467","1992","Phalacrocorax carbo",3358
"468","1993","Phalacrocorax carbo",7400
"469","1994","Phalacrocorax carbo",4019
"470","1995","Phalacrocorax carbo",2392.25
"471","1996","Phalacrocorax carbo",4831.75
"472","1997","Phalacrocorax carbo",5523.75
"473","1998","Phalacrocorax carbo",9702
"474","1999","Phalacrocorax carbo",12107.5
"475","2000","Phalacrocorax carbo",12831
"476","2001","Phalacrocorax carbo",15020.5
"477","2002","Phalacrocorax carbo",11311
"478","2003","Phalacrocorax carbo",14997.5
"479","2004","Phalacrocorax carbo",9605.75
"480","2005","Phalacrocorax carbo",4431
"481","2006","Phalacrocorax carbo",14855
"482","2007","Phalacrocorax carbo",5513.5
"483","2008","Phalacrocorax carbo",2300
"484","2009","Phalacrocorax carbo",2117.25
"485","2010","Phalacrocorax carbo",1960.75
"486","2011","Phalacrocorax carbo",360
"487","2012","Phalacrocorax carbo",1181.75
"488","2013","Phalacrocorax carbo",819
"489","2014","Phalacrocorax carbo",1448
"490","2015","Phalacrocorax carbo",699.5
"491","1981","Pluvialis squatarola",60.75
"492","1982","Pluvialis squatarola",132.25
"493","1983","Pluvialis squatarola",791.75
"494","1984","Pluvialis squatarola",1854.25
"495","1985","Pluvialis squatarola",399
"496","1986","Pluvialis squatarola",382.5
"497","1987","Pluvialis squatarola",10
"498","1988","Pluvialis squatarola",0
"499","1989","Pluvialis squatarola",36
"500","1990","Pluvialis squatarola",153.25
"501","1991","Pluvialis squatarola",790.5
"502","1992","Pluvialis squatarola",42.5
"503","1993","Pluvialis squatarola",142.5
"504","1994","Pluvialis squatarola",85
"505","1995","Pluvialis squatarola",1442.25
"506","1996","Pluvialis squatarola",1036.5
"507","1997","Pluvialis squatarola",0
"508","1998","Pluvialis squatarola",0
"509","1999","Pluvialis squatarola",572.5
"510","2000","Pluvialis squatarola",150
"511","2001","Pluvialis squatarola",43
"512","2002","Pluvialis squatarola",105
"513","2003","Pluvialis squatarola",35.75
"514","2004","Pluvialis squatarola",40.75
"515","2005","Pluvialis squatarola",0
"516","2006","Pluvialis squatarola",0
"517","2007","Pluvialis squatarola",47.5
"518","2008","Pluvialis squatarola",799.75
"519","2009","Pluvialis squatarola",317.25
"520","2010","Pluvialis squatarola",305.5
"521","2011","Pluvialis squatarola",1257
"522","2012","Pluvialis squatarola",2456
"523","2013","Pluvialis squatarola",2435
"524","2014","Pluvialis squatarola",3385.25
"525","2015","Pluvialis squatarola",3254.5
"526","1981","Charadrius hiaticula",1222.25
"527","1982","Charadrius hiaticula",167.5
"528","1983","Charadrius hiaticula",3046.25
"529","1984","Charadrius hiaticula",2869
"530","1985","Charadrius hiaticula",400.5
"531","1986","Charadrius hiaticula",661
"532","1987","Charadrius hiaticula",446.25
"533","1988","Charadrius hiaticula",552.5
"534","1989","Charadrius hiaticula",808
"535","1990","Charadrius hiaticula",1230.75
"536","1991","Charadrius hiaticula",1849.25
"537","1992","Charadrius hiaticula",619
"538","1993","Charadrius hiaticula",165
"539","1994","Charadrius hiaticula",666.25
"540","1995","Charadrius hiaticula",1038.25
"541","1996","Charadrius hiaticula",941
"542","1997","Charadrius hiaticula",248
"543","1998","Charadrius hiaticula",0
"544","1999","Charadrius hiaticula",1282.5
"545","2000","Charadrius hiaticula",817.5
"546","2001","Charadrius hiaticula",570.75
"547","2002","Charadrius hiaticula",700
"548","2003","Charadrius hiaticula",836.25
"549","2004","Charadrius hiaticula",88.75
"550","2005","Charadrius hiaticula",0
"551","2006","Charadrius hiaticula",61.25
"552","2007","Charadrius hiaticula",1930.75
"553","2008","Charadrius hiaticula",2499
"554","2009","Charadrius hiaticula",903
"555","2010","Charadrius hiaticula",5594.75
"556","2011","Charadrius hiaticula",5406.5
"557","2012","Charadrius hiaticula",3287.75
"558","2013","Charadrius hiaticula",2379.75
"559","2014","Charadrius hiaticula",6588.25
"560","2015","Charadrius hiaticula",1010.25
"561","1981","Gallinago gallinago",33.75
"562","1982","Gallinago gallinago",15.75
"563","1983","Gallinago gallinago",62
"564","1984","Gallinago gallinago",41.25
"565","1985","Gallinago gallinago",63
"566","1986","Gallinago gallinago",30.75
"567","1987","Gallinago gallinago",6.75
"568","1988","Gallinago gallinago",93.5
"569","1989","Gallinago gallinago",9
"570","1990","Gallinago gallinago",0
"571","1991","Gallinago gallinago",0
"572","1992","Gallinago gallinago",0
"573","1993","Gallinago gallinago",0
"574","1994","Gallinago gallinago",0
"575","1995","Gallinago gallinago",0
"576","1996","Gallinago gallinago",0
"577","1997","Gallinago gallinago",0
"578","1998","Gallinago gallinago",0
"579","1999","Gallinago gallinago",0
"580","2000","Gallinago gallinago",0
"581","2001","Gallinago gallinago",389.5
"582","2002","Gallinago gallinago",0
"583","2003","Gallinago gallinago",0
"584","2004","Gallinago gallinago",0
"585","2005","Gallinago gallinago",0
"586","2006","Gallinago gallinago",0
"587","2007","Gallinago gallinago",4.5
"588","2008","Gallinago gallinago",0
"589","2009","Gallinago gallinago",0
"590","2010","Gallinago gallinago",3.5
"591","2011","Gallinago gallinago",0
"592","2012","Gallinago gallinago",9
"593","2013","Gallinago gallinago",126
"594","2014","Gallinago gallinago",37.5
"595","2015","Gallinago gallinago",19
"596","1981","Numenius arquata",6.75
"597","1982","Numenius arquata",0
"598","1983","Numenius arquata",9.25
"599","1984","Numenius arquata",8.25
"600","1985","Numenius arquata",0
"601","1986","Numenius arquata",0
"602","1987","Numenius arquata",0
"603","1988","Numenius arquata",7.25
"604","1989","Numenius arquata",8
"605","1990","Numenius arquata",0
"606","1991","Numenius arquata",0
"607","1992","Numenius arquata",0
"608","1993","Numenius arquata",0
"609","1994","Numenius arquata",0
"610","1995","Numenius arquata",49.25
"611","1996","Numenius arquata",9.5
"612","1997","Numenius arquata",0
"613","1998","Numenius arquata",0
"614","1999","Numenius arquata",0
"615","2000","Numenius arquata",0
"616","2001","Numenius arquata",0
"617","2002","Numenius arquata",0
"618","2003","Numenius arquata",0
"619","2004","Numenius arquata",0
"620","2005","Numenius arquata",0
"621","2006","Numenius arquata",0
"622","2007","Numenius arquata",5.25
"623","2008","Numenius arquata",402.25
"624","2009","Numenius arquata",8
"625","2010","Numenius arquata",97.5
"626","2011","Numenius arquata",0
"627","2012","Numenius arquata",5114.5
"628","2013","Numenius arquata",7954.25
"629","2014","Numenius arquata",12305
"630","2015","Numenius arquata",8967
"631","1981","Tringa nebularia",13.5
"632","1982","Tringa nebularia",56.25
"633","1983","Tringa nebularia",37
"634","1984","Tringa nebularia",22.5
"635","1985","Tringa nebularia",25.5
"636","1986","Tringa nebularia",34
"637","1987","Tringa nebularia",6.75
"638","1988","Tringa nebularia",0
"639","1989","Tringa nebularia",47.5
"640","1990","Tringa nebularia",44
"641","1991","Tringa nebularia",22.75
"642","1992","Tringa nebularia",0
"643","1993","Tringa nebularia",15.5
"644","1994","Tringa nebularia",35
"645","1995","Tringa nebularia",9.25
"646","1996","Tringa nebularia",27
"647","1997","Tringa nebularia",13.5
"648","1998","Tringa nebularia",7
"649","1999","Tringa nebularia",131.25
"650","2000","Tringa nebularia",39
"651","2001","Tringa nebularia",302.75
"652","2002","Tringa nebularia",279.5
"653","2003","Tringa nebularia",60.5
"654","2004","Tringa nebularia",48
"655","2005","Tringa nebularia",0
"656","2006","Tringa nebularia",9.75
"657","2007","Tringa nebularia",104
"658","2008","Tringa nebularia",654.25
"659","2009","Tringa nebularia",1192.5
"660","2010","Tringa nebularia",585
"661","2011","Tringa nebularia",2199
"662","2012","Tringa nebularia",873.5
"663","2013","Tringa nebularia",1390.5
"664","2014","Tringa nebularia",1211.5
"665","2015","Tringa nebularia",696
"666","1981","Calidris canutus",0
"667","1982","Calidris canutus",6.25
"668","1983","Calidris canutus",1246.75
"669","1984","Calidris canutus",2937
"670","1985","Calidris canutus",456
"671","1986","Calidris canutus",51
"672","1987","Calidris canutus",0
"673","1988","Calidris canutus",25.5
"674","1989","Calidris canutus",0
"675","1990","Calidris canutus",26.25
"676","1991","Calidris canutus",0
"677","1992","Calidris canutus",0
"678","1993","Calidris canutus",0
"679","1994","Calidris canutus",120
"680","1995","Calidris canutus",250.5
"681","1996","Calidris canutus",200
"682","1997","Calidris canutus",0
"683","1998","Calidris canutus",0
"684","1999","Calidris canutus",142.5
"685","2000","Calidris canutus",0
"686","2001","Calidris canutus",236.5
"687","2002","Calidris canutus",0
"688","2003","Calidris canutus",0
"689","2004","Calidris canutus",0
"690","2005","Calidris canutus",0
"691","2006","Calidris canutus",0
"692","2007","Calidris canutus",114.5
"693","2008","Calidris canutus",308.75
"694","2009","Calidris canutus",315
"695","2010","Calidris canutus",139.75
"696","2011","Calidris canutus",158
"697","2012","Calidris canutus",209
"698","2013","Calidris canutus",716
"699","2014","Calidris canutus",1881.25
"700","2015","Calidris canutus",257.5
"701","1981","Calidris alpina",6233.25
"702","1982","Calidris alpina",1916
"703","1983","Calidris alpina",8953.5
"704","1984","Calidris alpina",13683.75
"705","1985","Calidris alpina",10324.5
"706","1986","Calidris alpina",7094.75
"707","1987","Calidris alpina",1147.5
"708","1988","Calidris alpina",5127
"709","1989","Calidris alpina",3870
"710","1990","Calidris alpina",5877.25
"711","1991","Calidris alpina",3642.5
"712","1992","Calidris alpina",9460.5
"713","1993","Calidris alpina",612.5
"714","1994","Calidris alpina",10320
"715","1995","Calidris alpina",5532.5
"716","1996","Calidris alpina",11920
"717","1997","Calidris alpina",1627.5
"718","1998","Calidris alpina",311.75
"719","1999","Calidris alpina",4940
"720","2000","Calidris alpina",822
"721","2001","Calidris alpina",2546.5
"722","2002","Calidris alpina",652.5
"723","2003","Calidris alpina",855
"724","2004","Calidris alpina",772.75
"725","2005","Calidris alpina",0
"726","2006","Calidris alpina",206.25
"727","2007","Calidris alpina",3508.5
"728","2008","Calidris alpina",12791
"729","2009","Calidris alpina",5412.5
"730","2010","Calidris alpina",16634.5
"731","2011","Calidris alpina",12162.5
"732","2012","Calidris alpina",5939.75
"733","2013","Calidris alpina",16938
"734","2014","Calidris alpina",23965.5
"735","2015","Calidris alpina",4451.5
"736","1981","Anas querquedula",55
"737","1982","Anas querquedula",19.75
"738","1983","Anas querquedula",61
"739","1984","Anas querquedula",45.25
"740","1985","Anas querquedula",60.5
"741","1986","Anas querquedula",16
"742","1987","Anas querquedula",0
"743","1988","Anas querquedula",74
"744","1989","Anas querquedula",15.5
"745","1990","Anas querquedula",0
"746","1991","Anas querquedula",7.75
"747","1992","Anas querquedula",78.5
"748","1993","Anas querquedula",16.5
"749","1994","Anas querquedula",62.25
"750","1995","Anas querquedula",51.75
"751","1996","Anas querquedula",38
"752","1997","Anas querquedula",80
"753","1998","Anas querquedula",0
"754","1999","Anas querquedula",52.75
"755","2000","Anas querquedula",69.25
"756","2001","Anas querquedula",90
"757","2002","Anas querquedula",35
"758","2003","Anas querquedula",0
"759","2004","Anas querquedula",49
"760","2005","Anas querquedula",0
"761","2006","Anas querquedula",0
"762","2007","Anas querquedula",0
"763","2008","Anas querquedula",1
"764","2009","Anas querquedula",69
"765","2010","Anas querquedula",0
"766","2011","Anas querquedula",0
"767","2012","Anas querquedula",3.25
"768","2013","Anas querquedula",71
