"","dates","sp_all","abundance_warm"
"53","1998","Anas acuta",4375
"54","1999","Anas acuta",1531.25
"55","2000","Anas acuta",3500
"56","2001","Anas acuta",3937.5
"57","2002","Anas acuta",1312.5
"58","2003","Anas acuta",1968.75
"59","2004","Anas acuta",2843.75
"60","2005","Anas acuta",1531.25
"61","2006","Anas acuta",1968.75
"62","2007","Anas acuta",1968.75
"63","2008","Anas acuta",1093.75
"64","2009","Anas acuta",218.75
"65","2010","Anas acuta",0
"66","2011","Anas acuta",1312.5
"67","2012","Anas acuta",875
"68","2013","Anas acuta",1093.75
"69","2014","Anas acuta",1093.75
"70","2015","Anas acuta",1312.5
"71","1981","Anas strepera",6587.5
"72","1982","Anas strepera",1550
"73","1983","Anas strepera",2518.75
"74","1984","Anas strepera",1743.75
"75","1985","Anas strepera",2325
"76","1986","Anas strepera",7168.75
"77","1987","Anas strepera",0
"78","1988","Anas strepera",0
"79","1989","Anas strepera",2712.5
"80","1990","Anas strepera",2906.25
"81","1991","Anas strepera",3875
"82","1992","Anas strepera",2325
"83","1993","Anas strepera",6200
"84","1994","Anas strepera",3100
"85","1995","Anas strepera",8525
"86","1996","Anas strepera",1162.5
"87","1997","Anas strepera",4262.5
"88","1998","Anas strepera",1356.25
"89","1999","Anas strepera",2325
"90","2000","Anas strepera",3100
"91","2001","Anas strepera",968.75
"92","2002","Anas strepera",193.75
"93","2003","Anas strepera",1162.5
"94","2004","Anas strepera",0
"95","2005","Anas strepera",775
"96","2006","Anas strepera",1937.5
"97","2007","Anas strepera",193.75
"98","2008","Anas strepera",1550
"99","2009","Anas strepera",2712.5
"100","2010","Anas strepera",193.75
"101","2011","Anas strepera",1162.5
"102","2012","Anas strepera",7362.5
"103","2013","Anas strepera",3681.25
"104","2014","Anas strepera",193.75
"105","2015","Anas strepera",1162.5
"106","1981","Anas penelope",1360.625
"107","1982","Anas penelope",583.125
"108","1983","Anas penelope",2526.875
"109","1984","Anas penelope",1166.25
"110","1985","Anas penelope",777.5
"111","1986","Anas penelope",2526.875
"112","1987","Anas penelope",0
"113","1988","Anas penelope",0
"114","1989","Anas penelope",777.5
"115","1990","Anas penelope",194.375
"116","1991","Anas penelope",777.5
"117","1992","Anas penelope",583.125
"118","1993","Anas penelope",1166.25
"119","1994","Anas penelope",388.75
"120","1995","Anas penelope",0
"121","1996","Anas penelope",194.375
"122","1997","Anas penelope",0
"123","1998","Anas penelope",0
"124","1999","Anas penelope",0
"125","2000","Anas penelope",0
"126","2001","Anas penelope",0
"127","2002","Anas penelope",0
"128","2003","Anas penelope",0
"129","2004","Anas penelope",0
"130","2005","Anas penelope",0
"131","2006","Anas penelope",0
"132","2007","Anas penelope",0
"133","2008","Anas penelope",0
"134","2009","Anas penelope",0
"135","2010","Anas penelope",0
"136","2011","Anas penelope",0
"137","2012","Anas penelope",0
"138","2013","Anas penelope",971.875
"139","2014","Anas penelope",0
"140","2015","Anas penelope",0
"141","1981","Anas clypeata",10150
"142","1982","Anas clypeata",4725
"143","1983","Anas clypeata",7175
"144","1984","Anas clypeata",3675
"145","1985","Anas clypeata",9100
"146","1986","Anas clypeata",5775
"147","1987","Anas clypeata",2100
"148","1988","Anas clypeata",8750
"149","1989","Anas clypeata",5075
"150","1990","Anas clypeata",7525
"151","1991","Anas clypeata",4375
"152","1992","Anas clypeata",9450
"153","1993","Anas clypeata",7525
"154","1994","Anas clypeata",7700
"155","1995","Anas clypeata",7700
"156","1996","Anas clypeata",4725
"157","1997","Anas clypeata",3850
"158","1998","Anas clypeata",1925
"159","1999","Anas clypeata",13300
"160","2000","Anas clypeata",12075
"161","2001","Anas clypeata",5600
"162","2002","Anas clypeata",5775
"163","2003","Anas clypeata",4025
"164","2004","Anas clypeata",2975
"165","2005","Anas clypeata",0
"166","2006","Anas clypeata",2800
"167","2007","Anas clypeata",3150
"168","2008","Anas clypeata",2800
"169","2009","Anas clypeata",4200
"170","2010","Anas clypeata",6475
"171","2011","Anas clypeata",1750
"172","2012","Anas clypeata",4725
"173","2013","Anas clypeata",9975
"174","2014","Anas clypeata",6825
"175","2015","Anas clypeata",4375
"176","1981","Anas crecca",4550
"177","1982","Anas crecca",3331.25
"178","1983","Anas crecca",26487.5
"179","1984","Anas crecca",8450
"180","1985","Anas crecca",2518.75
"181","1986","Anas crecca",6093.75
"182","1987","Anas crecca",731.25
"183","1988","Anas crecca",3493.75
"184","1989","Anas crecca",4387.5
"185","1990","Anas crecca",2843.75
"186","1991","Anas crecca",3006.25
"187","1992","Anas crecca",3412.5
"188","1993","Anas crecca",3981.25
"189","1994","Anas crecca",3575
"190","1995","Anas crecca",2762.5
"191","1996","Anas crecca",1381.25
"192","1997","Anas crecca",6418.75
"193","1998","Anas crecca",8287.5
"194","1999","Anas crecca",2437.5
"195","2000","Anas crecca",3575
"196","2001","Anas crecca",5362.5
"197","2002","Anas crecca",6337.5
"198","2003","Anas crecca",1543.75
"199","2004","Anas crecca",7637.5
"200","2005","Anas crecca",650
"201","2006","Anas crecca",2193.75
"202","2007","Anas crecca",4225
"203","2008","Anas crecca",1381.25
"204","2009","Anas crecca",6825
"205","2010","Anas crecca",5606.25
"206","2011","Anas crecca",2356.25
"207","2012","Anas crecca",6662.5
"208","2013","Anas crecca",12918.75
"209","2014","Anas crecca",3087.5
"210","2015","Anas crecca",2518.75
"211","1981","Aythya ferina",12325
"212","1982","Aythya ferina",6375
"213","1983","Aythya ferina",7437.5
"214","1984","Aythya ferina",9987.5
"215","1985","Aythya ferina",6800
"216","1986","Aythya ferina",9350
"217","1987","Aythya ferina",3400
"218","1988","Aythya ferina",5312.5
"219","1989","Aythya ferina",12112.5
"220","1990","Aythya ferina",4675
"221","1991","Aythya ferina",5100
"222","1992","Aythya ferina",6587.5
"223","1993","Aythya ferina",8925
"224","1994","Aythya ferina",5312.5
"225","1995","Aythya ferina",5312.5
"226","1996","Aythya ferina",9987.5
"227","1997","Aythya ferina",2975
"228","1998","Aythya ferina",5950
"229","1999","Aythya ferina",9350
"230","2000","Aythya ferina",4250
"231","2001","Aythya ferina",13175
"232","2002","Aythya ferina",2975
"233","2003","Aythya ferina",12962.5
"234","2004","Aythya ferina",6162.5
"235","2005","Aythya ferina",637.5
"236","2006","Aythya ferina",10412.5
"237","2007","Aythya ferina",2762.5
"238","2008","Aythya ferina",0
"239","2009","Aythya ferina",1275
"240","2010","Aythya ferina",212.5
"241","2011","Aythya ferina",0
"242","2012","Aythya ferina",1275
"243","2013","Aythya ferina",425
"244","2014","Aythya ferina",1062.5
"245","2015","Aythya ferina",0
"246","1981","Aythya fuligula",3443.75
"247","1982","Aythya fuligula",2900
"248","1983","Aythya fuligula",2537.5
"249","1984","Aythya fuligula",2718.75
"250","1985","Aythya fuligula",5618.75
"251","1986","Aythya fuligula",3806.25
"252","1987","Aythya fuligula",1268.75
"253","1988","Aythya fuligula",3806.25
"254","1989","Aythya fuligula",2175
"255","1990","Aythya fuligula",543.75
"256","1991","Aythya fuligula",0
"257","1992","Aythya fuligula",362.5
"258","1993","Aythya fuligula",1631.25
"259","1994","Aythya fuligula",1087.5
"260","1995","Aythya fuligula",543.75
"261","1996","Aythya fuligula",543.75
"262","1997","Aythya fuligula",1993.75
"263","1998","Aythya fuligula",725
"264","1999","Aythya fuligula",0
"265","2000","Aythya fuligula",2175
"266","2001","Aythya fuligula",0
"267","2002","Aythya fuligula",0
"268","2003","Aythya fuligula",1450
"269","2004","Aythya fuligula",0
"270","2005","Aythya fuligula",0
"271","2006","Aythya fuligula",0
"272","2007","Aythya fuligula",0
"273","2008","Aythya fuligula",0
"274","2009","Aythya fuligula",0
"275","2010","Aythya fuligula",0
"276","2011","Aythya fuligula",0
"277","2012","Aythya fuligula",181.25
"278","2013","Aythya fuligula",0
"279","2014","Aythya fuligula",0
"280","2015","Aythya fuligula",362.5
"281","1981","Aythya marila",0
"282","1982","Aythya marila",0
"283","1983","Aythya marila",262.5
"284","1984","Aythya marila",0
"285","1985","Aythya marila",0
"286","1986","Aythya marila",0
"287","1987","Aythya marila",0
"288","1988","Aythya marila",0
"289","1989","Aythya marila",0
"290","1990","Aythya marila",0
"291","1991","Aythya marila",0
"292","1992","Aythya marila",262.5
"293","1993","Aythya marila",0
"294","1994","Aythya marila",0
"295","1995","Aythya marila",525
"296","1996","Aythya marila",0
"297","1997","Aythya marila",1575
"298","1998","Aythya marila",0
"299","1999","Aythya marila",0
"300","2000","Aythya marila",0
"301","2001","Aythya marila",0
"302","2002","Aythya marila",0
"303","2003","Aythya marila",0
"304","2004","Aythya marila",0
"305","2005","Aythya marila",0
"306","2006","Aythya marila",0
"307","2007","Aythya marila",0
"308","2008","Aythya marila",0
"309","2009","Aythya marila",0
"310","2010","Aythya marila",0
"311","2011","Aythya marila",0
"312","2012","Aythya marila",0
"313","2013","Aythya marila",0
"314","2014","Aythya marila",0
"315","2015","Aythya marila",0
"316","1981","Tadorna tadorna",3093.75
"317","1982","Tadorna tadorna",13781.25
"318","1983","Tadorna tadorna",21656.25
"319","1984","Tadorna tadorna",25875
"320","1985","Tadorna tadorna",22218.75
"321","1986","Tadorna tadorna",30656.25
"322","1987","Tadorna tadorna",281.25
"323","1988","Tadorna tadorna",16875
"324","1989","Tadorna tadorna",40500
"325","1990","Tadorna tadorna",14062.5
"326","1991","Tadorna tadorna",27843.75
"327","1992","Tadorna tadorna",17718.75
"328","1993","Tadorna tadorna",19406.25
"329","1994","Tadorna tadorna",14906.25
"330","1995","Tadorna tadorna",22218.75
"331","1996","Tadorna tadorna",18562.5
"332","1997","Tadorna tadorna",17718.75
"333","1998","Tadorna tadorna",9843.75
"334","1999","Tadorna tadorna",45562.5
"335","2000","Tadorna tadorna",46968.75
"336","2001","Tadorna tadorna",19687.5
"337","2002","Tadorna tadorna",24750
"338","2003","Tadorna tadorna",32062.5
"339","2004","Tadorna tadorna",78187.5
"340","2005","Tadorna tadorna",27000
"341","2006","Tadorna tadorna",79312.5
"342","2007","Tadorna tadorna",37687.5
"343","2008","Tadorna tadorna",30093.75
"344","2009","Tadorna tadorna",42750
"345","2010","Tadorna tadorna",46406.25
"346","2011","Tadorna tadorna",71718.75
"347","2012","Tadorna tadorna",115593.75
"348","2013","Tadorna tadorna",114750
"349","2014","Tadorna tadorna",94500
"350","2015","Tadorna tadorna",129375
"351","1981","Anas querquedula",877.5
"352","1982","Anas querquedula",390
"353","1983","Anas querquedula",780
"354","1984","Anas querquedula",585
"355","1985","Anas querquedula",780
"356","1986","Anas querquedula",195
"357","1987","Anas querquedula",0
"358","1988","Anas querquedula",877.5
"359","1989","Anas querquedula",195
"360","1990","Anas querquedula",0
"361","1991","Anas querquedula",97.5
"362","1992","Anas querquedula",975
"363","1993","Anas querquedula",195
"364","1994","Anas querquedula",682.5
"365","1995","Anas querquedula",585
"366","1996","Anas querquedula",390
"367","1997","Anas querquedula",975
"368","1998","Anas querquedula",0
"369","1999","Anas querquedula",585
"370","2000","Anas querquedula",877.5
"371","2001","Anas querquedula",975
"372","2002","Anas querquedula",390
"373","2003","Anas querquedula",0
"374","2004","Anas querquedula",585
"375","2005","Anas querquedula",0
"376","2006","Anas querquedula",0
"377","2007","Anas querquedula",0
"378","2008","Anas querquedula",195
"379","2009","Anas querquedula",780
"380","2010","Anas querquedula",0
"381","2011","Anas querquedula",0
"382","2012","Anas querquedula",97.5
"383","2013","Anas querquedula",1170
"384","2014","Anas querquedula",195
"385","2015","Anas querquedula",0
"386","1981","Cygnus olor",154000
"387","1982","Cygnus olor",363000
"388","1983","Cygnus olor",745250
"389","1984","Cygnus olor",541750
"390","1985","Cygnus olor",1300750
"391","1986","Cygnus olor",1421750
"392","1987","Cygnus olor",893750
"393","1988","Cygnus olor",486750
"394","1989","Cygnus olor",563750
"395","1990","Cygnus olor",536250
"396","1991","Cygnus olor",715000
"397","1992","Cygnus olor",690250
"398","1993","Cygnus olor",682000
"399","1994","Cygnus olor",621500
"400","1995","Cygnus olor",486750
"401","1996","Cygnus olor",720500
"402","1997","Cygnus olor",297000
"403","1998","Cygnus olor",418000
"404","1999","Cygnus olor",418000
"405","2000","Cygnus olor",690250
"406","2001","Cygnus olor",882750
"407","2002","Cygnus olor",594000
"408","2003","Cygnus olor",266750
"409","2004","Cygnus olor",525250
"410","2005","Cygnus olor",195250
"411","2006","Cygnus olor",302500
"412","2007","Cygnus olor",236500
"413","2008","Cygnus olor",46750
"414","2009","Cygnus olor",96250
"415","2010","Cygnus olor",44000
"416","2011","Cygnus olor",71500
"417","2012","Cygnus olor",162250
"418","2013","Cygnus olor",286000
"419","2014","Cygnus olor",214500
"420","2015","Cygnus olor",181500
"421","1981","Anser anser",0
"422","1982","Anser anser",0
"423","1983","Anser anser",1625
"424","1984","Anser anser",128375
"425","1985","Anser anser",121875
"426","1986","Anser anser",246187.5
"427","1987","Anser anser",93437.5
"428","1988","Anser anser",515937.5
"429","1989","Anser anser",507812.5
"430","1990","Anser anser",424937.5
"431","1991","Anser anser",356687.5
"432","1992","Anser anser",273812.5
"433","1993","Anser anser",293312.5
"434","1994","Anser anser",255125
"435","1995","Anser anser",277062.5
"436","1996","Anser anser",304687.5
"437","1997","Anser anser",311187.5
"438","1998","Anser anser",221000
"439","1999","Anser anser",169000
"440","2000","Anser anser",243750
"441","2001","Anser anser",282750
"442","2002","Anser anser",317687.5
"443","2003","Anser anser",338812.5
"444","2004","Anser anser",395687.5
"445","2005","Anser anser",274625
"446","2006","Anser anser",158437.5
"447","2007","Anser anser",125937.5
"448","2008","Anser anser",78000
"449","2009","Anser anser",22750
"450","2010","Anser anser",36562.5
"451","2011","Anser anser",65000
"452","2012","Anser anser",157625
"453","2013","Anser anser",138125
"454","2014","Anser anser",116187.5
"455","2015","Anser anser",77187.5
"456","1981","Netta rufina",3162.5
"457","1982","Netta rufina",1150
"458","1983","Netta rufina",4025
"459","1984","Netta rufina",6900
"460","1985","Netta rufina",3450
"461","1986","Netta rufina",4600
"462","1987","Netta rufina",3162.5
"463","1988","Netta rufina",2300
"464","1989","Netta rufina",22137.5
"465","1990","Netta rufina",4887.5
"466","1991","Netta rufina",8050
"467","1992","Netta rufina",1725
"468","1993","Netta rufina",5462.5
"469","1994","Netta rufina",12075
"470","1995","Netta rufina",2300
"471","1996","Netta rufina",0
"472","1997","Netta rufina",0
"473","1998","Netta rufina",0
"474","1999","Netta rufina",0
"475","2000","Netta rufina",0
"476","2001","Netta rufina",0
"477","2002","Netta rufina",0
"478","2003","Netta rufina",0
"479","2004","Netta rufina",0
"480","2005","Netta rufina",0
"481","2006","Netta rufina",0
"482","2007","Netta rufina",0
"483","2008","Netta rufina",0
"484","2009","Netta rufina",0
"485","2010","Netta rufina",0
"486","2011","Netta rufina",0
"487","2012","Netta rufina",0
"488","2013","Netta rufina",0
"489","2014","Netta rufina",0
"490","2015","Netta rufina",0
"491","1981","Branta bernicla",0
"492","1982","Branta bernicla",0
"493","1983","Branta bernicla",0
"494","1984","Branta bernicla",0
"495","1985","Branta bernicla",362.5
"496","1986","Branta bernicla",0
"497","1987","Branta bernicla",0
"498","1988","Branta bernicla",0
"499","1989","Branta bernicla",0
"500","1990","Branta bernicla",0
"501","1991","Branta bernicla",0
"502","1992","Branta bernicla",0
"503","1993","Branta bernicla",0
"504","1994","Branta bernicla",0
"505","1995","Branta bernicla",0
"506","1996","Branta bernicla",0
"507","1997","Branta bernicla",0
"508","1998","Branta bernicla",0
"509","1999","Branta bernicla",0
"510","2000","Branta bernicla",0
"511","2001","Branta bernicla",0
"512","2002","Branta bernicla",0
"513","2003","Branta bernicla",0
"514","2004","Branta bernicla",0
"515","2005","Branta bernicla",0
"516","2006","Branta bernicla",0
"517","2007","Branta bernicla",0
"518","2008","Branta bernicla",362.5
"519","2009","Branta bernicla",0
"520","2010","Branta bernicla",0
"521","2011","Branta bernicla",0
"522","2012","Branta bernicla",0
"523","2013","Branta bernicla",362.5
"524","2014","Branta bernicla",0
"525","2015","Branta bernicla",0
"526","1981","Branta canadensis",0
"527","1982","Branta canadensis",0
"528","1983","Branta canadensis",0
"529","1984","Branta canadensis",0
"530","1985","Branta canadensis",0
"531","1986","Branta canadensis",0
"532","1987","Branta canadensis",0
"533","1988","Branta canadensis",0
"534","1989","Branta canadensis",0
"535","1990","Branta canadensis",0
"536","1991","Branta canadensis",0
"537","1992","Branta canadensis",0
"538","1993","Branta canadensis",0
"539","1994","Branta canadensis",0
"540","1995","Branta canadensis",0
"541","1996","Branta canadensis",0
"542","1997","Branta canadensis",0
"543","1998","Branta canadensis",0
"544","1999","Branta canadensis",0
"545","2000","Branta canadensis",0
"546","2001","Branta canadensis",0
"547","2002","Branta canadensis",0
"548","2003","Branta canadensis",0
"549","2004","Branta canadensis",0
"550","2005","Branta canadensis",0
"551","2006","Branta canadensis",0
"552","2007","Branta canadensis",6975
"553","2008","Branta canadensis",1162.5
"554","2009","Branta canadensis",0
"555","2010","Branta canadensis",1162.5
"556","2011","Branta canadensis",1162.5
"557","2012","Branta canadensis",3487.5
"558","2013","Branta canadensis",0
"559","2014","Branta canadensis",0
"560","2015","Branta canadensis",0
"561","1981","Fulica atra",135287.5
"562","1982","Fulica atra",212350
"563","1983","Fulica atra",305167.5
"564","1984","Fulica atra",177757.5
"565","1985","Fulica atra",198821.25
"566","1986","Fulica atra",192313.75
"567","1987","Fulica atra",63362.5
"568","1988","Fulica atra",166968.75
"569","1989","Fulica atra",354487.5
"570","1990","Fulica atra",159262.5
"571","1991","Fulica atra",118162.5
"572","1992","Fulica atra",235468.75
"573","1993","Fulica atra",342842.5
"574","1994","Fulica atra",481212.5
"575","1995","Fulica atra",413568.75
"576","1996","Fulica atra",335650
"577","1997","Fulica atra",203445
"578","1998","Fulica atra",210808.75
"579","1999","Fulica atra",225022.5
"580","2000","Fulica atra",385826.25
"581","2001","Fulica atra",579167.5
"582","2002","Fulica atra",426412.5
"583","2003","Fulica atra",487035
"584","2004","Fulica atra",338390
"585","2005","Fulica atra",228618.75
"586","2006","Fulica atra",290268.75
"587","2007","Fulica atra",243517.5
"588","2008","Fulica atra",307393.75
"589","2009","Fulica atra",303455
"590","2010","Fulica atra",327258.75
"591","2011","Fulica atra",298146.25
"592","2012","Fulica atra",230845
"593","2013","Fulica atra",282562.5
"594","2014","Fulica atra",141110
"595","2015","Fulica atra",151727.5
