"","dates","sp_all","abundance_warm"
"65","2010","Anas acuta",0
"66","2011","Anas acuta",1.5
"67","2012","Anas acuta",1
"68","2013","Anas acuta",1.25
"69","2014","Anas acuta",1.25
"70","2015","Anas acuta",1.5
"71","1981","Anas strepera",8.5
"72","1982","Anas strepera",2
"73","1983","Anas strepera",3.25
"74","1984","Anas strepera",2.25
"75","1985","Anas strepera",3
"76","1986","Anas strepera",9.25
"77","1987","Anas strepera",0
"78","1988","Anas strepera",0
"79","1989","Anas strepera",3.5
"80","1990","Anas strepera",3.75
"81","1991","Anas strepera",5
"82","1992","Anas strepera",3
"83","1993","Anas strepera",8
"84","1994","Anas strepera",4
"85","1995","Anas strepera",11
"86","1996","Anas strepera",1.5
"87","1997","Anas strepera",5.5
"88","1998","Anas strepera",1.75
"89","1999","Anas strepera",3
"90","2000","Anas strepera",4
"91","2001","Anas strepera",1.25
"92","2002","Anas strepera",0.25
"93","2003","Anas strepera",1.5
"94","2004","Anas strepera",0
"95","2005","Anas strepera",1
"96","2006","Anas strepera",2.5
"97","2007","Anas strepera",0.25
"98","2008","Anas strepera",2
"99","2009","Anas strepera",3.5
"100","2010","Anas strepera",0.25
"101","2011","Anas strepera",1.5
"102","2012","Anas strepera",9.5
"103","2013","Anas strepera",4.75
"104","2014","Anas strepera",0.25
"105","2015","Anas strepera",1.5
"106","1981","Anas penelope",1.75
"107","1982","Anas penelope",0.75
"108","1983","Anas penelope",3.25
"109","1984","Anas penelope",1.5
"110","1985","Anas penelope",1
"111","1986","Anas penelope",3.25
"112","1987","Anas penelope",0
"113","1988","Anas penelope",0
"114","1989","Anas penelope",1
"115","1990","Anas penelope",0.25
"116","1991","Anas penelope",1
"117","1992","Anas penelope",0.75
"118","1993","Anas penelope",1.5
"119","1994","Anas penelope",0.5
"120","1995","Anas penelope",0
"121","1996","Anas penelope",0.25
"122","1997","Anas penelope",0
"123","1998","Anas penelope",0
"124","1999","Anas penelope",0
"125","2000","Anas penelope",0
"126","2001","Anas penelope",0
"127","2002","Anas penelope",0
"128","2003","Anas penelope",0
"129","2004","Anas penelope",0
"130","2005","Anas penelope",0
"131","2006","Anas penelope",0
"132","2007","Anas penelope",0
"133","2008","Anas penelope",0
"134","2009","Anas penelope",0
"135","2010","Anas penelope",0
"136","2011","Anas penelope",0
"137","2012","Anas penelope",0
"138","2013","Anas penelope",1.25
"139","2014","Anas penelope",0
"140","2015","Anas penelope",0
"141","1981","Anas clypeata",14.5
"142","1982","Anas clypeata",6.75
"143","1983","Anas clypeata",10.25
"144","1984","Anas clypeata",5.25
"145","1985","Anas clypeata",13
"146","1986","Anas clypeata",8.25
"147","1987","Anas clypeata",3
"148","1988","Anas clypeata",12.5
"149","1989","Anas clypeata",7.25
"150","1990","Anas clypeata",10.75
"151","1991","Anas clypeata",6.25
"152","1992","Anas clypeata",13.5
"153","1993","Anas clypeata",10.75
"154","1994","Anas clypeata",11
"155","1995","Anas clypeata",11
"156","1996","Anas clypeata",6.75
"157","1997","Anas clypeata",5.5
"158","1998","Anas clypeata",2.75
"159","1999","Anas clypeata",19
"160","2000","Anas clypeata",17.25
"161","2001","Anas clypeata",8
"162","2002","Anas clypeata",8.25
"163","2003","Anas clypeata",5.75
"164","2004","Anas clypeata",4.25
"165","2005","Anas clypeata",0
"166","2006","Anas clypeata",4
"167","2007","Anas clypeata",4.5
"168","2008","Anas clypeata",4
"169","2009","Anas clypeata",6
"170","2010","Anas clypeata",9.25
"171","2011","Anas clypeata",2.5
"172","2012","Anas clypeata",6.75
"173","2013","Anas clypeata",14.25
"174","2014","Anas clypeata",9.75
"175","2015","Anas clypeata",6.25
"176","1981","Anas crecca",14
"177","1982","Anas crecca",10.25
"178","1983","Anas crecca",81.5
"179","1984","Anas crecca",26
"180","1985","Anas crecca",7.75
"181","1986","Anas crecca",18.75
"182","1987","Anas crecca",2.25
"183","1988","Anas crecca",10.75
"184","1989","Anas crecca",13.5
"185","1990","Anas crecca",8.75
"186","1991","Anas crecca",9.25
"187","1992","Anas crecca",10.5
"188","1993","Anas crecca",12.25
"189","1994","Anas crecca",11
"190","1995","Anas crecca",8.5
"191","1996","Anas crecca",4.25
"192","1997","Anas crecca",19.75
"193","1998","Anas crecca",25.5
"194","1999","Anas crecca",7.5
"195","2000","Anas crecca",11
"196","2001","Anas crecca",16.5
"197","2002","Anas crecca",19.5
"198","2003","Anas crecca",4.75
"199","2004","Anas crecca",23.5
"200","2005","Anas crecca",2
"201","2006","Anas crecca",6.75
"202","2007","Anas crecca",13
"203","2008","Anas crecca",4.25
"204","2009","Anas crecca",21
"205","2010","Anas crecca",17.25
"206","2011","Anas crecca",7.25
"207","2012","Anas crecca",20.5
"208","2013","Anas crecca",39.75
"209","2014","Anas crecca",9.5
"210","2015","Anas crecca",7.75
"211","1981","Anas querquedula",2.25
"212","1982","Anas querquedula",1
"213","1983","Anas querquedula",2
"214","1984","Anas querquedula",1.5
"215","1985","Anas querquedula",2
"216","1986","Anas querquedula",0.5
"217","1987","Anas querquedula",0
"218","1988","Anas querquedula",2.25
"219","1989","Anas querquedula",0.5
"220","1990","Anas querquedula",0
"221","1991","Anas querquedula",0.25
"222","1992","Anas querquedula",2.5
"223","1993","Anas querquedula",0.5
"224","1994","Anas querquedula",1.75
"225","1995","Anas querquedula",1.5
"226","1996","Anas querquedula",1
"227","1997","Anas querquedula",2.5
"228","1998","Anas querquedula",0
"229","1999","Anas querquedula",1.5
"230","2000","Anas querquedula",2.25
"231","2001","Anas querquedula",2.5
"232","2002","Anas querquedula",1
"233","2003","Anas querquedula",0
"234","2004","Anas querquedula",1.5
"235","2005","Anas querquedula",0
"236","2006","Anas querquedula",0
"237","2007","Anas querquedula",0
"238","2008","Anas querquedula",0.5
"239","2009","Anas querquedula",2
"240","2010","Anas querquedula",0
"241","2011","Anas querquedula",0
"242","2012","Anas querquedula",0.25
"243","2013","Anas querquedula",3
"244","2014","Anas querquedula",0.5
"245","2015","Anas querquedula",0
