"Date";"Species";"Abundance"
"2007";"Calidris";"24070.25"
"2008";"Calidris";"21623.125"
"2009";"Calidris";"8787.5"
"2010";"Calidris";"32745.875"
"2011";"Calidris";"14408.375"
"2012";"Calidris";"19550.5"
"2013";"Calidris";"35695.375"
"2014";"Calidris";"46216"
"2015";"Calidris";"10571.875"
"2016";"Calidris";NA
"1981";"Waders";"17179"
"1982";"Waders";"9011.25"
"1983";"Waders";"34045.375"
"1984";"Waders";"68999.75"
"1985";"Waders";"30820.125"
"1986";"Waders";"16133.5"
"1987";"Waders";"23027.125"
"1988";"Waders";"11383.75"
"1989";"Waders";"11280"
"1990";"Waders";"15885.875"
"1991";"Waders";"17014.375"
"1992";"Waders";"18198.125"
"1993";"Waders";"5156.875"
"1994";"Waders";"40809.375"
"1995";"Waders";"21963.75"
"1996";"Waders";"30327.5"
"1997";"Waders";"7575"
"1998";"Waders";"833.125"
"1999";"Waders";"18479.625"
"2000";"Waders";"6079.375"
"2001";"Waders";"10726.25"
"2002";"Waders";"7034.375"
"2003";"Waders";"11249.375"
"2004";"Waders";"7356.25"
"2005";"Waders";"287.5"
"2006";"Waders";"7366.25"
"2007";"Waders";"86587.75"
"2008";"Waders";"125481.25"
"2009";"Waders";"82670.875"
"2010";"Waders";"120383.375"
"2011";"Waders";"140373.375"
"2012";"Waders";"436101.875"
"2013";"Waders";"601598.25"
"2014";"Waders";"702167.75"
"2015";"Waders";"604934.375"
"2016";"Waders";NA
"1981";"Ducks";"414338.125"
"1982";"Ducks";"702229.375"
"1983";"Ducks";"1241011.875"
"1984";"Ducks";"1101515"
"1985";"Ducks";"1922928.75"
"1986";"Ducks";"2253016.875"
"1987";"Ducks";"1182431.25"
"1988";"Ducks";"1422540"
"1989";"Ducks";"1685528.75"
"1990";"Ducks";"1403213.125"
"1991";"Ducks";"1535381.25"
"1992";"Ducks";"1480964.375"
"1993";"Ducks";"1622366.25"
"1994";"Ducks";"1539977.5"
"1995";"Ducks";"1462853.75"
"1996";"Ducks";"1646003.125"
"1997";"Ducks";"999213.75"
"1998";"Ducks";"983802.5"
"1999";"Ducks";"1022113.75"
"2000";"Ducks";"1527128.75"
"2001";"Ducks";"1905467.5"
"2002";"Ducks";"1488115"
"2003";"Ducks";"1279960"
"2004";"Ducks";"1498343.75"
"2005";"Ducks";"809243.75"
"2006";"Ducks";"1027581.25"
"2007";"Ducks";"787230"
"2008";"Ducks";"667938.75"
"2009";"Ducks";"664310"
"2010";"Ducks";"697096.25"
"2011";"Ducks";"768640"
"2012";"Ducks";"1074042.5"
"2013";"Ducks";"1400191.875"
"2014";"Ducks";"826536.25"
"2015";"Ducks";"754833.75"
"2016";"Ducks";NA
"1981";"Freq";"545647.75"
"1982";"Freq";"972214.375"
"1983";"Freq";"1907889.375"
"1984";"Freq";"2413532.625"
"1985";"Freq";"3329956.25"
"1986";"Freq";"4125626.5"
"1987";"Freq";"1473656.25"
"1988";"Freq";"3597827.375"
"1989";"Freq";"3994437.375"
"1990";"Freq";"3928273.125"
"1991";"Freq";"3923760.25"
"1992";"Freq";"3582404.125"
"1993";"Freq";"4554796.5"
"1994";"Freq";"4471770.875"
"1995";"Freq";"4380261.5"
"1996";"Freq";"4773258.375"
"1997";"Freq";"4069216.25"
"1998";"Freq";"3875106.25"
"1999";"Freq";"4748446.5"
"2000";"Freq";"5212615.625"
"2001";"Freq";"5550826.25"
"2002";"Freq";"4381904"
"2003";"Freq";"5796732.75"
"2004";"Freq";"3925016.875"
"2005";"Freq";"2456577"
"2006";"Freq";"5322935.625"
"2007";"Freq";"3029331"
"2008";"Freq";"1541900.875"
"2009";"Freq";"1369109.125"
"2010";"Freq";"1215709.5"
"2011";"Freq";"1059222.625"
"2012";"Freq";"1623357.375"
"2013";"Freq";"2126274.125"
"2014";"Freq";"1459302.125"
"2015";"Freq";"1295033.75"
"2016";"Freq";NA
"1981";"Cormorant";"11812.5"
"1982";"Cormorant";"9450"
"1983";"Cormorant";"44887.5"
"1984";"Cormorant";"61425"
"1985";"Cormorant";"13387.5"
"1986";"Cormorant";"3937.5"
"1987";"Cormorant";"2362.5"
"1988";"Cormorant";"72450"
"1989";"Cormorant";"149625"
"1990";"Cormorant";"289800"
"1991";"Cormorant";"245700"
"1992";"Cormorant";"322087.5"
"1993";"Cormorant";"701662.5"
"1994";"Cormorant";"351225"
"1995";"Cormorant";"218925"
"1996";"Cormorant";"451237.5"
"1997";"Cormorant";"574875"
"1998";"Cormorant";"1089900"
"1999";"Cormorant";"1082812.5"
"2000";"Cormorant";"1234800"
"2001";"Cormorant";"1278900"
"2002";"Cormorant";"1108800"
"2003";"Cormorant";"1420650"
"2004";"Cormorant";"963112.5"
"2005";"Cormorant";"491400"
"2006";"Cormorant";"1293075"
"2007";"Cormorant";"972562.5"
"2008";"Cormorant";"435487.5"
"2009";"Cormorant";"170100"
"2010";"Cormorant";"163800"
"2011";"Cormorant";"59062.5"
"2012";"Cormorant";"168525"
"2013";"Cormorant";"222075"
"2014";"Cormorant";"198450"
"2015";"Cormorant";"87412.5"
"2016";"Cormorant";NA
"1981";"HeronEgret";"63"
"1982";"HeronEgret";"215.25"
"1983";"HeronEgret";"407.25"
"1984";"HeronEgret";"1068.25"
"1985";"HeronEgret";"941.5"
"1986";"HeronEgret";"1677.5"
"1987";"HeronEgret";"163"
"1988";"HeronEgret";"1887.5"
"1989";"HeronEgret";"2482.5"
"1990";"HeronEgret";"2611.25"
"1991";"HeronEgret";"2180"
"1992";"HeronEgret";"1717.5"
"1993";"HeronEgret";"1885"
"1994";"HeronEgret";"1845"
"1995";"HeronEgret";"1810"
"1996";"HeronEgret";"2105"
"1997";"HeronEgret";"1458.25"
"1998";"HeronEgret";"687.5"
"1999";"HeronEgret";"780.25"
"2000";"HeronEgret";"1031.25"
"2001";"HeronEgret";"580.5"
"2002";"HeronEgret";"570"
"2003";"HeronEgret";"800.25"
"2004";"HeronEgret";"224.5"
"2005";"HeronEgret";"158.5"
"2006";"HeronEgret";"259.25"
"2007";"HeronEgret";"161.25"
"2008";"HeronEgret";"129"
"2009";"HeronEgret";"133.25"
"2010";"HeronEgret";"167.75"
"2011";"HeronEgret";"90.75"
"2012";"HeronEgret";"141.25"
"2013";"HeronEgret";"177.25"
"2014";"HeronEgret";"229.5"
"2015";"HeronEgret";"181.5"
"2016";"HeronEgret";NA
